d6_weight_mult,d6_sort_penalty,cagr,sharpe,mdd,n_trades,win_rate,description
1.0,1.0,0.28784195812334024,2.0210772269752657,-0.10544374170943742,218,0.7706422018348624,D6=100% 權重 (基準)
0.67,1.0,0.27760792564478565,2.0787108546740085,-0.10047573289826281,218,0.7706422018348624,D6=67% 權重
0.5,1.0,0.2711139311450761,2.0977545108985565,-0.09894104215469036,219,0.7671232876712328,D6=50% 權重
0.33,1.0,0.26350300794238035,2.10700017795689,-0.09790219670011283,219,0.7671232876712328,D6=33% 權重
1.0,0.5,0.28784195812334024,2.0210772269752657,-0.10544374170943742,218,0.7706422018348624,D6 排序 x0.5
1.0,0.3,0.28784195812334024,2.0210772269752657,-0.10544374170943742,218,0.7706422018348624,D6 排序 x0.3
0.5,0.5,0.2711139311450761,2.0977545108985565,-0.09894104215469056,219,0.7671232876712328,D6=50% 權重 + 排序 x0.5
