symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,exit_reason,regime,is_satellite,ret_pct
TXT,2023-07-27,2023-07-28,2023-09-11,76.91,75.97,719.0,-0.012222077753218041,-0.0161692383305162,55409.10821643287,scheduled,NORMAL,False,-1.61692383305162
ROK,2023-08-01,2023-08-02,2023-09-14,310.01,287.08,178.0,-0.07396535595625953,-0.07766579039385824,55292.36472945892,scheduled,NORMAL,False,-7.766579039385824
JCI,2023-08-02,2023-08-03,2023-09-15,63.44,57.13,867.0,-0.09946406052963419,-0.10306260214375784,55112.70541082164,scheduled,NORMAL,False,-10.306260214375785
BKNG,2023-08-03,2023-08-04,2023-09-18,3155.0,3158.33,17.0,0.0010554675118858992,-0.002944750136291585,53742.48496993988,scheduled,NORMAL,False,-0.2944750136291585
TDG,2023-08-08,2023-08-09,2023-09-21,890.53,842.83,62.0,-0.05356360818838213,-0.05734556801006152,55323.50701402806,scheduled,NORMAL,False,-5.734556801006152
APP,2023-08-09,2023-08-10,2023-09-22,38.32,37.76,1427.0,-0.014613778705636848,-0.0185513820459291,54792.224448897796,scheduled,NORMAL,False,-1.85513820459291
VST,2023-08-09,2023-08-10,2023-09-22,30.44,33.22,1796.0,0.09132720105124825,0.08696625755584741,54779.7995991984,scheduled,NORMAL,False,8.69662575558474
SNPS,2023-08-16,2023-08-17,2023-09-29,450.16,458.97,119.0,0.01957081926426163,0.015496614270481546,53676.392785571144,scheduled,NORMAL,False,1.5496614270481546
WRB,2023-10-23,2023-10-24,2023-12-06,44.64,48.05,1205.0,0.07638888888888884,0.07208763888888892,53898.99799599198,scheduled,NORMAL,False,7.208763888888892
CSGP,2023-10-24,2023-10-25,2023-12-07,68.0,82.58,790.0,0.2144117647058823,0.2095589752941176,53827.655310621245,scheduled,NORMAL,False,20.95589752941176
MSFT,2023-10-24,2023-10-25,2023-12-07,345.02,370.95,155.0,0.07515506347458123,0.07085874384093671,53585.270541082165,scheduled,NORMAL,False,7.085874384093671
AMT,2023-10-26,2023-10-27,2023-12-11,175.5,205.6,305.0,0.1715099715099715,0.16682861766381762,53634.76953907816,scheduled,NORMAL,False,16.682861766381762
AMZN,2023-10-26,2023-10-27,2023-12-11,126.2,145.89,425.0,0.15602218700475423,0.15140272234548324,53742.48496993988,scheduled,NORMAL,False,15.140272234548323
DECK,2023-10-26,2023-10-27,2023-12-11,90.87,116.31,590.0,0.27996038296467485,0.27484566127434773,53720.74148296593,scheduled,NORMAL,False,27.484566127434775
INTC,2023-10-26,2023-10-27,2023-12-11,34.66,44.54,1548.0,0.28505481823427603,0.27991973918061186,53761.202404809614,scheduled,NORMAL,False,27.991973918061184
MAS,2023-10-26,2023-10-27,2023-12-11,51.87,63.98,1035.0,0.23346828609986514,0.22853934682861032,53793.036072144285,scheduled,NORMAL,False,22.85393468286103
AMD,2023-10-31,2023-11-01,2023-12-14,98.58,138.0,570.0,0.39987827145465604,0.39428435788192306,56303.20641282565,scheduled,NORMAL,False,39.4284357881923
ECL,2023-10-31,2023-11-01,2023-12-14,167.43,196.7,335.0,0.17481932748014084,0.1701247494475302,56201.452905811624,scheduled,NORMAL,False,17.01247494475302
DASH,2023-11-01,2023-11-02,2023-12-15,85.09,101.57,680.0,0.19367728287695374,0.18890734845457713,57977.15430861724,scheduled,NORMAL,False,18.890734845457715
EXPE,2023-11-02,2023-11-03,2023-12-18,108.0,148.47,548.0,0.3747222222222222,0.36922883222222214,59302.60521042084,scheduled,NORMAL,False,36.92288322222221
PODD,2023-11-02,2023-11-03,2023-12-18,156.0,209.63,91.0,0.3437820512820513,0.3384122982051281,14224.448897795592,scheduled,NORMAL,True,33.84122982051281
DVA,2023-11-07,2023-11-08,2023-12-21,87.0,104.76,333.0,0.20413793103448286,0.19932619586206912,29029.058116232463,scheduled,NORMAL,True,19.93261958620691
PANW,2023-11-15,2023-11-16,2024-01-02,120.0,144.46,306.0,0.2038333333333333,0.19902281533333332,36793.5871743487,scheduled,NORMAL,True,19.902281533333333
CCL,2023-12-21,2023-12-22,2024-02-07,19.14,15.72,4200.0,-0.17868338557993735,-0.18196536677115993,80549.09819639279,scheduled,NORMAL,False,-18.196536677115994
SYK,2024-01-30,2024-01-31,2024-03-14,339.0,355.64,115.0,0.04908554572271373,0.0448933998820058,39063.12625250501,scheduled,NORMAL,False,4.48933998820058
ETN,2024-02-01,2024-02-02,2024-03-18,266.13,298.75,294.0,0.1225716754969377,0.11808587908165191,78399.01803607214,scheduled,NORMAL,False,11.80858790816519
HIG,2024-02-01,2024-02-02,2024-03-18,89.09,99.65,440.0,0.11853182175328314,0.114062168593557,39278.15631262525,scheduled,NORMAL,False,11.4062168593557
SPG,2024-02-05,2024-02-06,2024-03-20,137.49,155.4,283.0,0.1302640192013964,0.1257474841806676,38987.64529058117,scheduled,NORMAL,False,12.574748418066761
WM,2024-02-12,2024-02-13,2024-03-27,196.7,213.97,399.0,0.08779867819013742,0.08345183467208961,78640.58116232464,scheduled,NORMAL,False,8.345183467208962
HWM,2024-02-13,2024-02-14,2024-03-28,62.57,68.43,1254.0,0.0936551062809654,0.08928486047626683,78620.02004008016,scheduled,NORMAL,False,8.928486047626683
PANW,2024-02-20,2024-02-21,2024-04-04,137.6,132.6,577.0,-0.036337209302325535,-0.04018800581395343,79554.30861723446,scheduled,NORMAL,False,-4.018800581395343
AXON,2024-02-27,2024-02-28,2024-04-11,280.7,324.09,295.0,0.15457784111150685,0.14996414805842528,82972.44488977957,scheduled,NORMAL,False,14.996414805842528
CRM,2024-02-28,2024-02-29,2024-04-12,300.0,294.32,282.0,-0.018933333333333358,-0.0228536757333333,84769.53907815632,scheduled,NORMAL,False,-2.28536757333333
NRG,2024-02-28,2024-02-29,2024-04-12,54.7,73.93,1549.0,0.3515539305301645,0.34615312102376605,84900.1002004008,scheduled,NORMAL,False,34.615312102376606
MS,2024-04-16,2024-04-17,2024-05-30,90.13,97.23,495.0,0.07877510262953513,0.07446431731942749,44703.75751503006,scheduled,NORMAL,False,7.446431731942749
VRSK,2024-05-01,2024-05-02,2024-06-14,234.0,264.37,382.0,0.1297863247863249,0.12527169863247867,89567.13426853708,scheduled,NORMAL,False,12.527169863247867
PH,2024-05-02,2024-05-03,2024-06-17,536.49,506.03,166.0,-0.056776454360752404,-0.06054557564912677,89235.8116232465,scheduled,NORMAL,False,-6.0545575649126775
VRTX,2024-05-06,2024-05-07,2024-06-20,406.42,471.38,111.0,0.15983465380640705,0.15519995452979662,45203.026052104215,scheduled,NORMAL,False,15.519995452979662
ANET,2024-05-07,2024-05-08,2024-06-21,70.79,84.34,1285.0,0.1914112162734849,0.18665033705325595,91147.44488977957,scheduled,NORMAL,False,18.665033705325595
ADBE,2024-06-13,2024-06-14,2024-07-30,530.25,538.71,179.0,0.015954738330975937,0.011894983196605535,95104.95991983968,scheduled,NORMAL,False,1.1894983196605535
LMT,2024-07-23,2024-07-24,2024-09-05,505.0,568.59,188.0,0.12592079207920803,0.12142161259405948,95130.26052104209,scheduled,NORMAL,False,12.142161259405949
NOW,2024-07-24,2024-07-25,2024-09-06,789.33,825.04,120.0,0.0452409005105594,0.041064117872119166,94909.41883767536,scheduled,NORMAL,False,4.106411787211917
HIG,2024-07-25,2024-07-26,2024-09-09,106.65,116.91,450.0,0.09620253164556947,0.09182210632911403,48088.67735470942,scheduled,NORMAL,False,9.182210632911403
HWM,2024-07-30,2024-07-31,2024-09-12,94.38,94.23,1022.0,-0.0015893197711378537,-0.005578968849332511,96649.65931863728,scheduled,NORMAL,False,-0.5578968849332511
PSX,2024-07-30,2024-07-31,2024-09-12,149.03,125.72,323.0,-0.1564114607797088,-0.15978244058243318,48233.15631262525,scheduled,NORMAL,False,-15.978244058243318
UBER,2024-08-06,2024-08-07,2024-09-19,65.56,75.28,718.0,0.14826113483831604,0.14367268334350203,47166.41282565131,scheduled,RISK_OFF,False,14.367268334350204
CF,2024-08-07,2024-08-08,2024-09-20,77.19,81.61,608.0,0.057261303277626574,0.0530364871097293,47025.57114228456,scheduled,RISK_OFF,False,5.30364871097293
GPN,2024-08-07,2024-08-08,2024-09-20,100.42,110.69,233.0,0.10227046405098572,0.09786579127663808,23444.749498997997,scheduled,RISK_OFF,False,9.786579127663808
PH,2024-08-08,2024-08-09,2024-09-23,571.11,618.72,168.0,0.0833639754162947,0.07903485297053114,96138.75751503005,scheduled,RISK_OFF,False,7.903485297053114
ORCL,2024-09-09,2024-09-10,2024-10-22,154.23,175.31,318.0,0.13667898593010452,0.1321368167023278,49143.42685370742,scheduled,NORMAL,False,13.21368167023278
APH,2024-10-23,2024-10-24,2024-12-06,69.46,74.21,1457.0,0.06838468183126989,0.06411541664267206,101406.03206412825,scheduled,NORMAL,False,6.411541664267206
TMUS,2024-10-23,2024-10-24,2024-12-06,223.4,243.78,453.0,0.09122649955237239,0.08686595846016099,101403.00601202405,scheduled,NORMAL,False,8.686595846016099
DECK,2024-10-24,2024-10-25,2024-12-09,169.95,201.55,600.0,0.18593704030597258,0.18119803589290973,102174.34869739479,scheduled,NORMAL,False,18.119803589290974
WDC,2024-10-24,2024-10-25,2024-12-09,54.85,53.45,1859.0,-0.025524156791248864,-0.029418162260711145,102170.49098196394,scheduled,NORMAL,False,-2.9418162260711145
GOOG,2024-10-29,2024-10-30,2024-12-12,182.41,193.63,274.0,0.0615097856477167,0.05726799254426829,50080.501002004006,scheduled,NORMAL,False,5.726799254426829
GOOGL,2024-10-29,2024-10-30,2024-12-12,180.68,191.96,553.0,0.06243081691388097,0.05818534336949299,100116.27254509019,scheduled,NORMAL,False,5.818534336949299
KLAC,2024-10-30,2024-10-31,2024-12-13,677.65,653.76,6.0,-0.03525418726481222,-0.03910931153250197,4074.0480961923845,scheduled,NORMAL,False,-3.9109311532501967
PAYC,2024-10-30,2024-10-31,2024-12-13,189.68,234.5,259.0,0.23629270350063258,0.23135247785744406,49225.57114228457,scheduled,NORMAL,False,23.135247785744404
AXON,2024-11-07,2024-11-08,2024-12-23,540.0,624.14,96.0,0.15581481481481485,0.15119617881481484,51943.887775551106,scheduled,NORMAL,False,15.119617881481485
FTNT,2024-11-07,2024-11-08,2024-12-23,84.5,96.42,615.0,0.14106508875739654,0.136505392662722,52071.64328657315,scheduled,NORMAL,False,13.6505392662722
WMT,2025-05-15,2025-05-16,2025-07-01,96.14,98.24,1165.0,0.021843145412939302,0.017759860203869104,112227.55511022045,scheduled,NORMAL,False,1.7759860203869104
NVDA,2025-05-28,2025-05-29,2025-07-14,142.25,164.07,788.0,0.15339191564147625,0.14878296154657278,112317.63527054108,scheduled,NORMAL,False,14.878296154657278
EA,2025-07-29,2025-07-30,2025-09-11,151.9,169.89,758.0,0.11843317972350209,0.1139639207373273,115370.94188376753,scheduled,NORMAL,False,11.39639207373273
GEN,2025-08-07,2025-08-08,2025-09-22,29.68,28.84,3925.0,-0.028301886792452824,-0.032184792452830235,116727.45490981964,scheduled,NORMAL,False,-3.2184792452830235
WMT,2025-08-21,2025-08-22,2025-10-06,98.07,102.7,1208.0,0.04721117569083311,0.043026519832772614,118705.97194388778,scheduled,NORMAL,False,4.302651983277261
