symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,exit_reason,regime,is_satellite,ret_pct
AXON,2017-11-07,2017-11-08,2017-12-21,22.62,26.38,979.0,0.16622458001768337,0.16156434659593288,22189.35871743487,scheduled,NORMAL,False,16.156434659593288
J,2017-11-21,2017-11-22,2018-01-08,53.7,56.21,204.0,0.04674115456238348,0.042558376908752305,10976.75350701403,scheduled,NORMAL,False,4.2558376908752305
MU,2017-12-19,2017-12-20,2018-02-05,46.65,39.4,482.0,-0.15541264737406213,-0.15878761843515532,22530.360721442885,scheduled,NORMAL,False,-15.878761843515532
LW,2018-01-04,2018-01-05,2018-02-20,57.24,54.29,196.0,-0.05153738644304684,-0.05532744304682047,11241.523046092185,scheduled,NORMAL,False,-5.532744304682047
MKC,2018-01-25,2018-01-26,2018-03-12,52.38,55.35,212.0,0.05670103092783507,0.05247845360824743,11126.81362725451,scheduled,NORMAL,False,5.247845360824743
NDAQ,2018-01-31,2018-02-01,2018-03-16,26.77,27.99,417.0,0.04557340306313029,0.04139529174448997,11185.460921843687,scheduled,NORMAL,False,4.139529174448997
NOW,2018-01-31,2018-02-01,2018-03-16,151.76,169.98,147.0,0.12005798629414866,0.11558223458091721,22353.426853707413,scheduled,NORMAL,False,11.558223458091721
IDXX,2018-02-01,2018-02-02,2018-03-19,193.53,199.06,114.0,0.028574381232883805,0.024464198005477167,22106.633266533066,scheduled,NORMAL,False,2.4464198005477167
MA,2018-02-01,2018-02-02,2018-03-19,171.9,180.58,129.0,0.0504944735311228,0.04629669761489241,22219.539078156315,scheduled,NORMAL,False,4.629669761489241
KIM,2018-02-15,2018-02-16,2018-04-03,14.62,14.27,740.0,-0.0239398084815321,-0.027840145006839956,10840.480961923848,scheduled,NORMAL,False,-2.7840145006839956
PSKY,2018-02-15,2018-02-16,2018-04-03,57.0,52.86,380.0,-0.07263157894736838,-0.07633734315789464,21703.406813627254,scheduled,NORMAL,False,-7.633734315789464
DVN,2018-02-20,2018-02-21,2018-04-05,31.13,32.29,698.0,0.03726309026662378,0.03311818695791824,21772.284569138275,scheduled,NORMAL,False,3.311818695791824
LYV,2018-02-27,2018-02-28,2018-04-12,47.02,38.03,234.0,-0.19119523606975763,-0.19442721990642275,11024.729458917836,scheduled,NORMAL,False,-19.442721990642276
KEYS,2018-03-01,2018-03-02,2018-04-16,47.05,53.8,452.0,0.1434643995749203,0.13889511583421887,21309.218436873747,scheduled,RISK_OFF,False,13.889511583421887
WSM,2018-03-14,2018-03-15,2018-04-27,27.59,24.59,836.0,-0.10873504893077202,-0.11229654367524466,23111.462925851705,scheduled,NORMAL,False,-11.229654367524466
UPS,2018-04-26,2018-04-27,2018-06-11,113.07,116.85,97.0,0.03343061820111437,0.029301029450782723,10989.769539078156,scheduled,NORMAL,False,2.9301029450782723
AAPL,2018-05-01,2018-05-02,2018-06-14,43.81,47.7,505.0,0.08879251312485725,0.08444169824241032,22168.386773547096,scheduled,NORMAL,False,8.444169824241033
PAYC,2018-05-01,2018-05-02,2018-06-14,104.94,113.67,210.0,0.08319039451114918,0.07886196569468296,22081.563126252502,scheduled,NORMAL,False,7.886196569468296
CF,2018-05-02,2018-05-03,2018-06-15,37.42,44.58,590.0,0.1913415285943345,0.1865809278460715,22122.044088176353,scheduled,NORMAL,False,18.65809278460715
DXCM,2018-05-02,2018-05-03,2018-06-15,19.5,24.93,1133.0,0.27846153846153854,0.27335280615384616,22137.775551102204,scheduled,NORMAL,False,27.335280615384615
NTAP,2018-05-23,2018-05-24,2018-07-09,64.0,79.39,361.0,0.24046875,0.235511836875,23150.300601202405,scheduled,NORMAL,False,23.5511836875
LW,2018-07-25,2018-07-26,2018-09-07,70.92,66.83,179.0,-0.0576706147772138,-0.06143616300056409,12720.120240480963,scheduled,NORMAL,False,-6.14361630005641
PYPL,2018-07-25,2018-07-26,2018-09-07,88.51,88.82,286.0,0.0035024291040559596,-0.0005075666026438386,25364.589178356713,scheduled,NORMAL,False,-0.05075666026438386
INTC,2018-07-26,2018-07-27,2018-09-10,48.76,46.3,520.0,-0.05045118949958982,-0.05424558654634948,25406.012024048097,scheduled,NORMAL,False,-5.424558654634948
DVN,2018-07-31,2018-08-01,2018-09-13,42.5,40.88,294.0,-0.03811764705882348,-0.041961328941176435,12520.040080160321,scheduled,NORMAL,False,-4.1961328941176435
VMC,2018-07-31,2018-08-01,2018-09-13,113.91,109.69,109.0,-0.037046791326485806,-0.040894752348345276,12441.072144288577,scheduled,NORMAL,False,-4.089475234834527
ADP,2018-08-01,2018-08-02,2018-09-14,131.49,147.46,95.0,0.12145410297361003,0.11697277237812753,12516.583166332666,scheduled,NORMAL,False,11.697277237812752
DXCM,2018-08-01,2018-08-02,2018-09-14,29.85,35.76,841.0,0.19798994974874362,0.19320278190954765,25154.158316633268,scheduled,NORMAL,False,19.320278190954767
AIZ,2018-08-07,2018-08-08,2018-09-20,105.63,105.61,121.0,-0.00018934014957872058,-0.004184583546340992,12806.843687374749,scheduled,NORMAL,False,-0.4184583546340992
FANG,2018-08-08,2018-08-09,2018-09-21,133.0,128.55,193.0,-0.0334586466165413,-0.0373209458646615,25720.440881763527,scheduled,NORMAL,False,-3.7320945864661503
KDP,2018-08-08,2018-08-09,2018-09-21,23.77,23.8,540.0,0.0012620950778292617,-0.002738948254101703,12861.523046092183,scheduled,NORMAL,False,-0.2738948254101703
CSX,2018-10-16,2018-10-17,2018-11-29,24.33,23.92,1057.0,-0.016851623510069746,-0.020780284422523443,25768.34669338677,scheduled,NORMAL,False,-2.0780284422523443
CSGP,2018-10-23,2018-10-24,2018-12-07,37.45,36.69,338.0,-0.020293724966622295,-0.02420863124165562,12683.466933867736,scheduled,NORMAL,False,-2.420863124165562
AMD,2018-10-24,2018-10-25,2018-12-10,17.92,19.99,703.0,0.11551339285714257,0.1110558013392855,12623.00601202405,scheduled,RISK_OFF,False,11.10558013392855
SYK,2018-10-25,2018-10-26,2018-12-11,164.0,171.66,77.0,0.04670731707317066,0.04252467463414633,12653.306613226452,scheduled,RISK_OFF,False,4.252467463414633
MSI,2018-11-01,2018-11-02,2018-12-18,124.93,121.89,206.0,-0.024333626831025468,-0.028232389658208734,25787.154308617235,scheduled,NORMAL,False,-2.8232389658208734
CRL,2018-11-07,2018-11-08,2018-12-24,136.36,105.09,96.0,-0.22931944851862718,-0.23239908800234688,13116.79358717435,scheduled,NORMAL,False,-23.239908800234687
AVGO,2018-12-06,2018-12-07,2019-01-23,23.41,25.75,558.0,0.09995728321230235,0.09556185390858607,13088.957915831665,scheduled,NORMAL,False,9.556185390858607
LULU,2018-12-06,2018-12-07,2019-01-23,132.0,149.85,99.0,0.13522727272727275,0.1306909045454545,13094.188376753507,scheduled,NORMAL,False,13.069090454545451
ULTA,2018-12-06,2018-12-07,2019-01-23,271.45,288.2,24.0,0.061705654816724964,0.05746307902007741,6527.855711422845,scheduled,NORMAL,False,5.746307902007741
LEN,2019-10-02,2019-10-03,2019-11-14,57.97,59.74,222.0,0.030533034328100728,0.02641502432292575,12895.130260521042,scheduled,NORMAL,False,2.641502432292575
BLK,2019-10-15,2019-10-16,2019-11-27,445.0,494.21,29.0,0.11058426966292134,0.10614637492134849,12930.861723446893,scheduled,NORMAL,False,10.614637492134849
GDDY,2019-11-06,2019-11-07,2019-12-20,70.55,68.93,369.0,-0.022962437987242956,-0.026866680085046113,26085.120240480963,scheduled,NORMAL,False,-2.6866680085046113
AAPL,2020-01-28,2020-01-29,2020-03-12,81.11,62.06,320.0,-0.23486623104426085,-0.23792370558500797,26007.214428857715,scheduled,NORMAL,False,-23.792370558500796
BG,2020-07-29,2020-07-30,2020-09-11,44.62,45.64,139.0,0.022859704168534334,0.018772356790676792,6214.609218436874,scheduled,RISK_OFF,False,1.8772356790676792
QCOM,2020-07-29,2020-07-30,2020-09-11,102.42,113.42,121.0,0.10740089826205823,0.10297572427260304,12417.655310621241,scheduled,RISK_OFF,False,10.297572427260304
TT,2020-07-29,2020-07-30,2020-09-11,109.0,116.99,114.0,0.07330275229357786,0.06901383449541276,12450.901803607214,scheduled,RISK_OFF,False,6.901383449541276
DECK,2020-07-30,2020-07-31,2020-09-14,33.04,34.7,379.0,0.05024213075060535,0.046045363196125955,12547.254509018036,scheduled,RISK_OFF,False,4.6045363196125955
LKQ,2020-07-30,2020-07-31,2020-09-14,29.32,32.34,428.0,0.10300136425648043,0.09859377080491138,12574.108216432867,scheduled,RISK_OFF,False,9.85937708049114
STE,2020-08-03,2020-08-04,2020-09-16,161.58,170.16,77.0,0.053100631266245646,0.04889244114370572,12466.593186372747,scheduled,RISK_OFF,False,4.889244114370572
CTVA,2020-08-05,2020-08-06,2020-09-18,26.88,28.99,236.0,0.07849702380952372,0.07418734970238083,6356.392785571142,scheduled,RISK_OFF,False,7.418734970238083
TTD,2020-11-05,2020-11-06,2020-12-21,73.14,93.55,176.0,0.27905386929176923,0.2739427700300794,12898.436873747494,scheduled,RISK_OFF,False,27.39427700300794
PLTR,2020-11-12,2020-11-13,2020-12-29,14.49,24.66,891.0,0.701863354037267,0.6950627080745342,12936.462925851703,scheduled,RISK_OFF,False,69.50627080745342
OTIS,2021-04-26,2021-04-27,2021-06-09,76.5,80.75,364.0,0.05555555555555558,0.051337555555555525,27901.803607214428,scheduled,NORMAL,False,5.1337555555555525
ADM,2021-04-27,2021-04-28,2021-06-10,62.3,67.23,450.0,0.0791332263242377,0.07482100995184582,28091.18236472946,scheduled,NORMAL,False,7.482100995184582
INVH,2021-04-28,2021-04-29,2021-06-11,34.05,37.71,823.0,0.1074889867841411,0.1030634607929517,28079.308617234467,scheduled,NORMAL,False,10.30634607929517
FTNT,2021-04-29,2021-04-30,2021-06-14,39.63,46.29,355.0,0.16805450416351242,0.16338695836487505,14096.84368737475,scheduled,NORMAL,False,16.338695836487503
KLAC,2021-04-29,2021-04-30,2021-06-14,315.03,325.21,89.0,0.03231438275719767,0.028189254483700132,28093.85771543086,scheduled,NORMAL,False,2.8189254483700132
TXT,2021-04-29,2021-04-30,2021-06-14,63.1,67.15,446.0,0.06418383518225057,0.059931356576861994,28198.997995991987,scheduled,NORMAL,False,5.993135657686199
TMUS,2021-05-04,2021-05-05,2021-06-17,131.46,146.45,216.0,0.11402708048075438,0.10957542826715327,28452.264529058117,scheduled,NORMAL,False,10.957542826715327
PYPL,2021-05-05,2021-05-06,2021-06-18,256.0,283.38,55.0,0.10695312499999998,0.10252974031250006,14108.21643286573,scheduled,NORMAL,False,10.252974031250005
WAT,2021-05-05,2021-05-06,2021-06-18,310.0,342.71,92.0,0.10551612903225793,0.10109848658064524,28577.154308617235,scheduled,NORMAL,False,10.109848658064525
IRM,2021-05-06,2021-05-07,2021-06-21,41.0,45.36,708.0,0.10634146341463424,0.1019205229268294,29086.172344689377,scheduled,NORMAL,False,10.192052292682941
MSI,2021-05-06,2021-05-07,2021-06-21,189.26,211.31,153.0,0.11650639332135704,0.11204483377364483,29014.809619238476,scheduled,NORMAL,False,11.204483377364483
TTD,2021-05-10,2021-05-11,2021-06-23,47.49,65.39,615.0,0.3769214571488735,0.3714192790061064,29264.87975951904,scheduled,NORMAL,False,37.14192790061064
AMAT,2021-05-20,2021-05-21,2021-07-06,129.85,136.78,232.0,0.053369272237196785,0.04916000862533698,30185.571142284567,scheduled,NORMAL,True,4.916000862533698
ADBE,2021-06-17,2021-06-18,2021-08-02,569.9612,618.75,59.0,0.08560021278641439,0.08126215433611961,33695.10100200401,scheduled,NORMAL,False,8.12621543361196
STT,2021-07-16,2021-07-19,2021-08-30,82.23,92.51,208.0,0.1250152012647452,0.12051964052049136,17138.11623246493,scheduled,NORMAL,False,12.051964052049136
CMG,2021-07-20,2021-07-21,2021-09-01,33.14,37.97,1035.0,0.1457453228726613,0.14116692456246205,34368.6372745491,scheduled,NORMAL,False,14.116692456246206
DHR,2021-07-22,2021-07-23,2021-09-03,257.14,294.67,136.0,0.14595162168468545,0.14137239900443332,35041.12224448898,scheduled,NORMAL,False,14.137239900443333
MSCI,2021-07-27,2021-07-28,2021-09-09,588.91,652.86,59.0,0.10859044675756913,0.10416051933232584,34815.32064128256,scheduled,NORMAL,False,10.416051933232584
PNR,2021-07-27,2021-07-28,2021-09-09,72.39,76.2,485.0,0.05263157894736836,0.04842526315789475,35179.50901803607,scheduled,NORMAL,False,4.842526315789475
GRMN,2021-07-28,2021-07-29,2021-09-10,157.44,172.59,222.0,0.09622713414634143,0.09184661051829268,35021.72344689379,scheduled,NORMAL,False,9.184661051829268
IR,2021-07-28,2021-07-29,2021-09-10,47.25,54.73,742.0,0.15830687830687817,0.15367828402116412,35129.759519038074,scheduled,NORMAL,False,15.367828402116412
DXCM,2021-07-29,2021-07-30,2021-09-13,119.18,135.11,298.0,0.13366336633663378,0.12913324752475264,35586.81362725451,scheduled,NORMAL,False,12.913324752475264
CHTR,2021-07-30,2021-08-02,2021-09-14,748.72998,761.859985,24.0,0.017536368718666928,0.013470293389267196,18005.530581162322,scheduled,NORMAL,False,1.3470293389267196
BKNG,2021-08-04,2021-08-05,2021-09-17,2149.99,2325.37,8.0,0.08157247243010435,0.07725050883027373,17234.38877755511,scheduled,NORMAL,False,7.725050883027373
RMD,2021-08-05,2021-08-06,2021-09-20,272.0,284.23,69.0,0.04496323529411761,0.04078756220588242,18805.61122244489,scheduled,NORMAL,False,4.078756220588242
ABNB,2021-08-12,2021-08-13,2021-09-27,146.66,174.26,259.0,0.1881903722896494,0.18344236356197996,38061.0621242485,scheduled,NORMAL,False,18.344236356197996
NTAP,2021-08-25,2021-08-26,2021-10-08,87.5,91.51,453.0,0.04582857142857155,0.041649440457142806,39716.93386773547,scheduled,NORMAL,True,4.164944045714281
ACN,2021-09-23,2021-09-24,2021-11-05,340.68,368.46,121.0,0.08154279675942222,0.07722095174357158,41304.88977955912,scheduled,NORMAL,False,7.7220951743571575
STX,2021-10-22,2021-10-25,2021-12-07,88.59,108.52,467.0,0.22496895812168405,0.22007398216502994,41454.43887775551,scheduled,NORMAL,False,22.00739821650299
AOS,2021-10-28,2021-10-29,2021-12-13,70.77,83.54,586.0,0.18044369082944756,0.17572663784089304,41554.32865731463,scheduled,NORMAL,False,17.572663784089304
ABBV,2021-10-29,2021-11-01,2021-12-14,115.25,127.29,362.0,0.10446854663774419,0.10005509032537963,41804.10821643287,scheduled,NORMAL,False,10.005509032537962
VRTX,2021-11-02,2021-11-03,2021-12-16,187.5,212.61,227.0,0.13392000000000004,0.1293888556799998,42647.79559118237,scheduled,NORMAL,False,12.93888556799998
ABNB,2021-11-04,2021-11-05,2021-12-20,186.15,157.23,116.0,-0.15535858178888007,-0.15873376889605162,21636.673346693387,scheduled,NORMAL,False,-15.873376889605161
BLDR,2021-11-04,2021-11-05,2021-12-20,67.96,75.13,635.0,0.10550323719835197,0.10108564626250738,43241.082164328654,scheduled,NORMAL,False,10.108564626250738
OXY,2021-11-04,2021-11-05,2021-12-20,34.14,26.98,1265.0,-0.20972466315172822,-0.21288260339777398,43273.64729458918,scheduled,NORMAL,False,-21.2882603397774
PAYX,2021-12-22,2021-12-23,2022-02-07,134.0,119.97,333.0,-0.10470149253731342,-0.10827910537313434,44711.422845691384,scheduled,NORMAL,False,-10.827910537313434
TMUS,2022-02-02,2022-02-03,2022-03-18,120.0,127.18,182.0,0.059833333333333405,0.05559823933333341,21883.76753507014,scheduled,RISK_OFF,False,5.559823933333341
PAYX,2022-03-30,2022-03-31,2022-05-13,137.91,119.69,319.0,-0.13211514756000287,-0.13558321543035323,44081.452905811624,scheduled,NORMAL,False,-13.558321543035323
NTAP,2022-06-01,2022-06-02,2022-07-18,72.2,65.57,297.0,-0.09182825484764556,-0.09545730914127437,21486.372745490982,scheduled,RISK_OFF,False,-9.545730914127438
SLB,2022-07-22,2022-07-25,2022-09-06,35.65,37.36,598.0,0.04796633941093975,0.043778665918653425,21361.422845691384,scheduled,RISK_OFF,False,4.3778665918653425
CMG,2022-07-26,2022-07-27,2022-09-08,28.67,34.14,744.0,0.19079176839902323,0.18603336449250096,21373.226452905812,scheduled,RISK_OFF,False,18.603336449250097
AVY,2022-07-27,2022-07-28,2022-09-09,185.68,191.05,115.0,0.028920723825937023,0.02480915661352867,21395.991983967935,scheduled,RISK_OFF,False,2.480915661352867
GPC,2022-07-27,2022-07-28,2022-09-09,146.5,162.8,146.0,0.11126279863481225,0.10682219249146763,21431.86372745491,scheduled,RISK_OFF,False,10.682219249146762
PTC,2022-07-27,2022-07-28,2022-09-09,118.97,119.97,180.0,0.008405480373203433,0.004375892073631871,21457.51503006012,scheduled,RISK_OFF,False,0.43758920736318707
REGN,2022-08-03,2022-08-04,2022-09-16,602.65,710.3,35.0,0.17862772753671274,0.1739179311374761,21135.02004008016,scheduled,NORMAL,False,17.39179311374761
JKHY,2022-08-16,2022-08-17,2022-09-29,200.0,183.04,222.0,-0.08479999999999999,-0.0884571392000002,44488.977955911825,scheduled,NORMAL,False,-8.84571392000002
SNPS,2022-08-17,2022-08-18,2022-09-30,384.35,305.51,114.0,-0.205125536620268,-0.20830185497593345,43903.70741482966,scheduled,NORMAL,False,-20.830185497593344
ROP,2022-10-26,2022-10-27,2022-12-09,392.75,431.33,54.0,0.09823042647994895,0.09384189769573514,21251.002004008016,scheduled,RISK_OFF,False,9.384189769573513
TDY,2022-10-26,2022-10-27,2022-12-09,380.82,405.69,27.0,0.06530644398928631,0.061049479439105214,10302.745490981963,scheduled,RISK_OFF,False,6.104947943910521
GILD,2022-10-27,2022-10-28,2022-12-12,74.36,88.54,285.0,0.19069392146315223,0.1859359085529857,21235.07014028056,scheduled,RISK_OFF,False,18.59359085529857
AXON,2022-11-08,2022-11-09,2022-12-22,162.0,167.82,133.0,0.03592592592592592,0.031786365925925875,21589.178356713426,scheduled,RISK_OFF,False,3.1786365925925875
DIS,2022-11-08,2022-11-09,2022-12-22,90.55,86.67,119.0,-0.042849254555494154,-0.0466740289342904,10797.044088176352,scheduled,RISK_OFF,False,-4.66740289342904
PANW,2022-11-17,2022-11-18,2023-01-04,85.64,69.27,256.0,-0.1911489957963569,-0.19438116440915476,21967.775551102204,scheduled,RISK_OFF,False,-19.438116440915476
CRWD,2022-11-29,2022-11-30,2023-01-13,112.29,99.53,390.0,-0.11363433965624725,-0.11717625683498101,43880.8617234469,scheduled,NORMAL,False,-11.7176256834981
CCL,2022-12-21,2022-12-22,2023-02-07,8.47,12.19,2520.0,0.4391971664698935,0.4334461345926799,21387.174348697397,scheduled,NORMAL,False,43.34461345926799
CTAS,2022-12-21,2022-12-22,2023-02-07,115.1,110.77,185.0,-0.03761946133796701,-0.041465133970460366,21336.172344689377,scheduled,NORMAL,False,-4.146513397046037
IBKR,2023-01-17,2023-01-18,2023-03-02,20.2,22.17,2121.0,0.09752475247524761,0.09313904356435665,42930.06012024048,scheduled,NORMAL,False,9.313904356435664
FTNT,2023-02-07,2023-02-08,2023-03-23,60.75,63.25,721.0,0.04115226337448563,0.03699181893004111,43888.52705410821,scheduled,NORMAL,False,3.699181893004111
HLT,2023-02-09,2023-02-10,2023-03-27,150.5,132.3,288.0,-0.1209302325581395,-0.12444299534883707,43430.86172344689,scheduled,NORMAL,False,-12.444299534883708
CDNS,2023-02-13,2023-02-14,2023-03-29,193.4,206.0,225.0,0.0651499482936917,0.060893609100310275,43602.20440881763,scheduled,NORMAL,False,6.0893609100310275
EIX,2023-02-23,2023-02-24,2023-04-10,66.55,72.84,327.0,0.09451540195341868,0.09014171840721263,21805.460921843685,scheduled,NORMAL,False,9.014171840721264
FSLR,2023-02-28,2023-03-01,2023-04-13,180.55,211.26,239.0,0.17009138742730534,0.16541570224314595,43237.92585170341,scheduled,NORMAL,False,16.541570224314594
ADBE,2023-03-15,2023-03-16,2023-04-28,344.57,377.56,64.0,0.09574251966218772,0.09136393255361752,22096.673346693387,scheduled,RISK_OFF,False,9.136393255361753
CARR,2023-04-25,2023-04-26,2023-06-08,41.19,45.6,1107.0,0.10706482155863073,0.10264099053168274,45688.70741482965,scheduled,NORMAL,False,10.264099053168273
NCLH,2023-05-01,2023-05-02,2023-06-14,14.46,19.3,3159.0,0.3347164591977869,0.3293829322268327,45770.68136272545,scheduled,NORMAL,False,32.93829322268327
PAYC,2023-05-02,2023-05-03,2023-06-15,291.15,323.95,157.0,0.11265670616520707,0.1082105299673708,45802.15430861723,scheduled,NORMAL,False,10.82105299673708
COIN,2023-05-04,2023-05-05,2023-06-20,54.045,57.09,416.0,0.05634193727449355,0.052120794893144806,22527.775551102204,scheduled,NORMAL,False,5.212079489314481
FTNT,2023-05-04,2023-05-05,2023-06-20,60.75,71.66,740.0,0.17958847736625505,0.17487484181069957,45045.09018036072,scheduled,NORMAL,False,17.487484181069956
LYV,2023-05-04,2023-05-05,2023-06-20,74.19,89.13,606.0,0.201374848362313,0.1965741544682571,45049.238476953906,scheduled,NORMAL,False,19.65741544682571
PANW,2023-05-23,2023-05-24,2023-07-10,98.12,123.74,484.0,0.2611088463106399,0.25606945536078274,47585.250501002,scheduled,NORMAL,False,25.606945536078275
ADSK,2023-05-25,2023-05-26,2023-07-12,200.77,215.32,236.0,0.07247098670120034,0.06818539263834222,47476.67334669339,scheduled,NORMAL,False,6.818539263834222
GOOGL,2023-07-25,2023-07-26,2023-09-07,130.07,135.26,212.0,0.03990159145075722,0.03574614469132009,27630.1002004008,scheduled,NORMAL,False,3.574614469132009
