year,total_return,arr_annualized,ann_vol,sharpe,mdd,trading_days,avg_exposure,n_trades,win_rate,avg_trade_ret,d6_trade_pct
2017,0.32112431145479703,0.35499772167374677,0.09535645310679404,3.2489624587975863,-0.032522958502005817,231,0.6937001790058028,39,0.8461538461538461,0.05055749635076821,0.0
2018,0.1326659104520378,0.1332282045543658,0.14702898427308123,0.9954743485888596,-0.08374830949464418,251,0.5462030344275898,37,0.5405405405405406,0.028989549922217285,0.0
2019,0.0313581740420974,0.0313581740420974,0.022558238143444594,1.439416536678659,-0.01348557940583317,252,0.05204961917934268,3,0.6666666666666666,0.035231573053076,0.0
2020,0.07351480778105168,0.07321384944069753,0.08034017386870256,0.919432615661636,-0.040624087411403886,253,0.10582866141803617,10,0.9,0.11895626129254218,0.0
2021,0.6032489199856077,0.6032489199856077,0.1478753979835106,3.268669670027873,-0.05096097052304549,252,0.6216941473693371,36,0.9166666666666666,0.0866749664719697,0.05555555555555555
2022,-0.05592099791242544,-0.0561374170468516,0.07452436241257417,-0.7712425318540831,-0.08200486759645842,251,0.2224979052785662,20,0.6,0.023694956268528803,0.0
2023,0.9039365005882101,0.9137697231596178,0.17772447115844722,3.7155961981759664,-0.0626140086872432,250,0.706788731013436,40,0.8,0.11738535706891576,0.075
2024,0.42221518095039423,0.42221518095039423,0.11346011109710451,3.04716410239674,-0.046074942381641226,252,0.5619545714039881,36,0.8055555555555556,0.08317748085336409,0.0
2025,0.049286350696019054,0.06553319473519092,0.03445671500618835,1.8595134611538322,-0.02270126856538701,191,0.13509590035197255,5,0.8,0.05826969397354229,0.0
