symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,exit_reason,regime,is_satellite,ret_pct
BLK,2022-10-13,2022-10-14,2022-11-28,567.25,721.17,111.0,0.27134420449537244,0.2662639130542088,63090.931863727455,scheduled,NORMAL,False,26.62639130542088
ISRG,2022-10-18,2022-10-19,2022-12-01,217.94,274.49,290.0,0.25947508488574833,0.2544422224465448,63329.25851703407,scheduled,NORMAL,False,25.44422224465448
CSX,2022-10-20,2022-10-21,2022-12-05,27.74,31.35,2256.0,0.13013698630136994,0.12562095890410974,62706.853707414826,scheduled,NORMAL,False,12.562095890410973
HUBB,2022-10-25,2022-10-26,2022-12-08,240.47,250.92,274.0,0.04345656422838595,0.039286911797729474,66020.82164328657,scheduled,NORMAL,False,3.9286911797729474
ROP,2022-10-26,2022-10-27,2022-12-09,392.75,431.33,167.0,0.09823042647994895,0.09384189769573514,65720.69138276554,scheduled,NORMAL,False,9.384189769573513
TDY,2022-10-26,2022-10-27,2022-12-09,380.82,405.69,173.0,0.06530644398928631,0.06104947943910477,66013.8877755511,scheduled,NORMAL,False,6.104947943910477
GILD,2022-10-27,2022-10-28,2022-12-12,74.36,88.54,894.0,0.19069392146315223,0.1859359085529857,66611.06212424849,scheduled,NORMAL,False,18.59359085529857
AXON,2022-11-08,2022-11-09,2022-12-22,162.0,167.82,430.0,0.03592592592592592,0.03178636592592565,69799.5991983968,scheduled,NORMAL,False,3.1786365925925653
DIS,2022-11-08,2022-11-09,2022-12-22,90.55,86.67,769.0,-0.042849254555494154,-0.04667402893429051,69772.49498997995,scheduled,NORMAL,False,-4.667402893429051
PANW,2022-11-17,2022-11-18,2023-01-04,85.64,69.27,871.0,-0.1911489957963569,-0.19438116440915454,74741.92384769539,scheduled,NORMAL,False,-19.438116440915454
CRWD,2022-11-29,2022-11-30,2023-01-13,112.29,99.53,665.0,-0.11363433965624725,-0.1171762568349809,74822.49498997997,scheduled,NORMAL,False,-11.71762568349809
CCL,2022-12-21,2022-12-22,2023-02-07,8.47,12.19,8418.0,0.4391971664698935,0.4334461345926799,71443.34669338677,scheduled,NORMAL,False,43.34461345926799
CTAS,2022-12-21,2022-12-22,2023-02-07,115.1,110.77,619.0,-0.03761946133796701,-0.041465133970460366,71389.67935871743,scheduled,NORMAL,False,-4.146513397046037
IBKR,2023-01-17,2023-01-18,2023-03-02,20.2,22.17,3598.0,0.09752475247524761,0.09313904356435665,72825.250501002,scheduled,NORMAL,False,9.313904356435664
FTNT,2023-02-07,2023-02-08,2023-03-23,60.75,63.25,1237.0,0.04115226337448563,0.03699181893004111,75298.34669338677,scheduled,NORMAL,False,3.699181893004111
HLT,2023-02-09,2023-02-10,2023-03-27,150.5,132.3,495.0,-0.1209302325581395,-0.12444299534883718,74646.79358717435,scheduled,NORMAL,False,-12.444299534883719
CDNS,2023-02-13,2023-02-14,2023-03-29,193.4,206.0,387.0,0.0651499482936917,0.06089360910031005,74995.79158316634,scheduled,NORMAL,False,6.089360910031005
EIX,2023-02-23,2023-02-24,2023-04-10,66.55,72.84,1124.0,0.09451540195341868,0.09014171840721286,74952.10420841683,scheduled,NORMAL,False,9.014171840721286
FSLR,2023-02-28,2023-03-01,2023-04-13,180.55,211.26,411.0,0.17009138742730534,0.16541570224314595,74354.75951903808,scheduled,NORMAL,False,16.541570224314594
ADBE,2023-03-15,2023-03-16,2023-04-28,344.57,377.56,222.0,0.09574251966218772,0.09136393255361774,76647.83567134268,scheduled,NORMAL,False,9.136393255361774
CARR,2023-04-25,2023-04-26,2023-06-08,41.19,45.6,1924.0,0.10706482155863073,0.10264099053168252,79408.37675350701,scheduled,NORMAL,False,10.264099053168252
NCLH,2023-05-01,2023-05-02,2023-06-14,14.46,19.3,5499.0,0.3347164591977869,0.32938293222683224,79674.88977955913,scheduled,NORMAL,False,32.93829322268322
PAYC,2023-05-02,2023-05-03,2023-06-15,291.15,323.95,273.0,0.11265670616520707,0.1082105299673708,79643.2364729459,scheduled,NORMAL,False,10.82105299673708
COIN,2023-05-04,2023-05-05,2023-06-20,54.045,57.09,1448.0,0.05634193727449355,0.052120794893144584,78413.98797595191,scheduled,NORMAL,False,5.212079489314458
FTNT,2023-05-04,2023-05-05,2023-06-20,60.75,71.66,1288.0,0.17958847736625505,0.17487484181069957,78402.80561122244,scheduled,NORMAL,False,17.487484181069956
LYV,2023-05-04,2023-05-05,2023-06-20,74.19,89.13,1055.0,0.201374848362313,0.1965741544682571,78427.30460921844,scheduled,NORMAL,False,19.65741544682571
PANW,2023-05-23,2023-05-24,2023-07-10,98.12,123.74,849.0,0.2611088463106399,0.2560694553607825,83470.82164328657,scheduled,NORMAL,False,25.60694553607825
ADSK,2023-05-25,2023-05-26,2023-07-12,200.77,215.32,413.0,0.07247098670120034,0.06818539263834222,83084.17835671344,scheduled,NORMAL,False,6.818539263834222
GOOGL,2023-07-25,2023-07-26,2023-09-07,130.07,135.26,743.0,0.03990159145075722,0.03574614469132009,96835.68136272545,scheduled,NORMAL,False,3.574614469132009
TXT,2023-07-27,2023-07-28,2023-09-11,76.91,75.97,1255.0,-0.012222077753218041,-0.01616923833051609,96715.48096192385,scheduled,NORMAL,False,-1.616923833051609
ROK,2023-08-01,2023-08-02,2023-09-14,310.01,287.08,312.0,-0.07396535595625953,-0.07766579039385824,96916.95390781562,scheduled,NORMAL,False,-7.766579039385824
JCI,2023-08-02,2023-08-03,2023-09-15,63.44,57.13,1513.0,-0.09946406052963419,-0.10306260214375784,96177.0741482966,scheduled,NORMAL,False,-10.306260214375785
BKNG,2023-08-03,2023-08-04,2023-09-18,3155.0,3158.33,30.0,0.0010554675118858992,-0.002944750136291696,94839.67935871743,scheduled,NORMAL,False,-0.2944750136291696
TDG,2023-08-08,2023-08-09,2023-09-21,890.53,842.83,108.0,-0.05356360818838213,-0.0573455680100613,96369.97995991983,scheduled,NORMAL,False,-5.73455680100613
APP,2023-08-09,2023-08-10,2023-09-22,38.32,37.76,2492.0,-0.014613778705636848,-0.0185513820459291,95684.80961923848,scheduled,NORMAL,False,-1.85513820459291
VST,2023-08-09,2023-08-10,2023-09-22,30.44,33.22,3137.0,0.09132720105124825,0.08696625755584764,95681.64328657315,scheduled,NORMAL,False,8.696625755584764
SNPS,2023-08-16,2023-08-17,2023-09-29,450.16,458.97,208.0,0.01957081926426163,0.015496614270481768,93820.92184368738,scheduled,NORMAL,False,1.5496614270481768
WRB,2023-10-23,2023-10-24,2023-12-06,44.64,48.05,2110.0,0.07638888888888884,0.07208763888888914,94379.15831663326,scheduled,NORMAL,False,7.208763888888914
CSGP,2023-10-24,2023-10-25,2023-12-07,68.0,82.58,1384.0,0.2144117647058823,0.2095589752941176,94300.60120240481,scheduled,NORMAL,False,20.95589752941176
MSFT,2023-10-24,2023-10-25,2023-12-07,345.02,370.95,272.0,0.07515506347458123,0.07085874384093671,94033.50701402806,scheduled,NORMAL,False,7.085874384093671
AMT,2023-10-26,2023-10-27,2023-12-11,175.5,205.6,535.0,0.1715099715099715,0.16682861766381762,94080.66132264529,scheduled,NORMAL,False,16.682861766381762
AMZN,2023-10-26,2023-10-27,2023-12-11,126.2,145.89,745.0,0.15602218700475423,0.15140272234548324,94207.41482965932,scheduled,NORMAL,False,15.140272234548323
DECK,2023-10-26,2023-10-27,2023-12-11,90.87,116.31,1034.0,0.27996038296467485,0.2748456612743482,94147.875751503,scheduled,NORMAL,False,27.484566127434817
INTC,2023-10-26,2023-10-27,2023-12-11,34.66,44.54,2712.0,0.28505481823427603,0.27991973918061186,94186.29258517032,scheduled,NORMAL,False,27.991973918061184
MAS,2023-10-26,2023-10-27,2023-12-11,51.87,63.98,1812.0,0.23346828609986514,0.22853934682860988,94176.79358717435,scheduled,NORMAL,False,22.853934682860988
AMD,2023-10-31,2023-11-01,2023-12-14,98.58,138.0,998.0,0.39987827145465604,0.3942843578819233,98580.0,scheduled,NORMAL,False,39.42843578819233
ECL,2023-10-31,2023-11-01,2023-12-14,167.43,196.7,588.0,0.17481932748014084,0.1701247494475302,98646.13226452906,scheduled,NORMAL,False,17.01247494475302
DASH,2023-11-01,2023-11-02,2023-12-15,85.09,101.57,1192.0,0.19367728287695374,0.18890734845457735,101630.54108216433,scheduled,NORMAL,False,18.890734845457736
EXPE,2023-11-02,2023-11-03,2023-12-18,108.0,148.47,961.0,0.3747222222222222,0.36922883222222236,103995.99198396794,scheduled,NORMAL,False,36.92288322222224
PODD,2023-11-02,2023-11-03,2023-12-18,156.0,209.63,154.0,0.3437820512820513,0.3384122982051281,24072.144288577154,scheduled,NORMAL,True,33.84122982051281
PWR,2023-11-02,2023-11-03,2023-12-18,176.54,215.0,1.0,0.2178543106378159,0.21298776481250714,176.8937875751503,scheduled,NORMAL,True,21.298776481250712
DVA,2023-11-07,2023-11-08,2023-12-21,87.0,104.76,582.0,0.20413793103448286,0.1993261958620689,50735.47094188377,scheduled,NORMAL,True,19.93261958620689
PANW,2023-11-15,2023-11-16,2024-01-02,120.0,144.46,537.0,0.2038333333333333,0.19902281533333355,64569.13827655311,scheduled,NORMAL,True,19.902281533333355
CCL,2023-12-21,2023-12-22,2024-02-07,19.14,15.72,7355.0,-0.17868338557993735,-0.18196536677115982,141056.8136272545,scheduled,NORMAL,False,-18.196536677115983
SYK,2024-01-30,2024-01-31,2024-03-14,339.0,355.64,404.0,0.04908554572271373,0.044893399882006024,137230.46092184368,scheduled,NORMAL,False,4.489339988200602
ETN,2024-02-01,2024-02-02,2024-03-18,266.13,298.75,516.0,0.1225716754969377,0.11808587908165191,137598.2765531062,scheduled,NORMAL,False,11.80858790816519
HIG,2024-02-01,2024-02-02,2024-03-18,89.09,99.65,1542.0,0.11853182175328314,0.11406216859355722,137652.08416833667,scheduled,NORMAL,False,11.406216859355723
SPG,2024-02-05,2024-02-06,2024-03-20,137.49,155.4,995.0,0.1302640192013964,0.1257474841806674,137076.70340681364,scheduled,NORMAL,False,12.57474841806674
WM,2024-02-12,2024-02-13,2024-03-27,196.7,213.97,704.0,0.08779867819013742,0.08345183467208961,138754.30861723446,scheduled,NORMAL,False,8.345183467208962
HWM,2024-02-13,2024-02-14,2024-03-28,62.57,68.43,2206.0,0.0936551062809654,0.0892848604762666,138306.03206412826,scheduled,NORMAL,False,8.92848604762666
PANW,2024-02-20,2024-02-21,2024-04-04,137.6,132.6,1024.0,-0.036337209302325535,-0.04018800581395343,141184.76953907814,scheduled,NORMAL,False,-4.018800581395343
AXON,2024-02-27,2024-02-28,2024-04-11,280.7,324.09,526.0,0.15457784111150685,0.14996414805842528,147944.0881763527,scheduled,NORMAL,False,14.996414805842528
CRM,2024-02-28,2024-02-29,2024-04-12,300.0,294.32,502.0,-0.018933333333333358,-0.022853675733333412,150901.80360721442,scheduled,NORMAL,False,-2.285367573333341
NRG,2024-02-28,2024-02-29,2024-04-12,54.7,73.93,2755.0,0.3515539305301645,0.34615312102376605,151000.50100200402,scheduled,NORMAL,False,34.615312102376606
MS,2024-04-16,2024-04-17,2024-05-30,90.13,97.23,1772.0,0.07877510262953513,0.07446431731942771,160030.42084168334,scheduled,NORMAL,False,7.446431731942771
VRSK,2024-05-01,2024-05-02,2024-06-14,234.0,264.37,684.0,0.1297863247863249,0.1252716986324789,160376.75350701401,scheduled,NORMAL,False,12.527169863247888
PH,2024-05-02,2024-05-03,2024-06-17,536.49,506.03,298.0,-0.056776454360752404,-0.06054557564912666,160194.40881763527,scheduled,NORMAL,False,-6.054557564912666
VRTX,2024-05-06,2024-05-07,2024-06-20,406.42,471.38,399.0,0.15983465380640705,0.15519995452979685,162486.55310621244,scheduled,NORMAL,False,15.519995452979686
ANET,2024-05-07,2024-05-08,2024-06-21,70.79,84.34,2311.0,0.1914112162734849,0.18665033705325618,163923.5370741483,scheduled,NORMAL,False,18.66503370532562
ADBE,2024-06-13,2024-06-14,2024-07-30,530.25,538.71,328.0,0.015954738330975937,0.011894983196605313,174270.54108216433,scheduled,NORMAL,False,1.1894983196605313
LMT,2024-07-23,2024-07-24,2024-09-05,505.0,568.59,343.0,0.12592079207920803,0.12142161259405948,173562.12424849698,scheduled,NORMAL,False,12.142161259405949
NOW,2024-07-24,2024-07-25,2024-09-06,789.33,825.04,219.0,0.0452409005105594,0.041064117872119166,173209.68937875752,scheduled,NORMAL,False,4.106411787211917
HIG,2024-07-25,2024-07-26,2024-09-09,106.65,116.91,1641.0,0.09620253164556947,0.0918221063291138,175363.37675350704,scheduled,NORMAL,False,9.182210632911382
HWM,2024-07-30,2024-07-31,2024-09-12,94.38,94.23,1870.0,-0.0015893197711378537,-0.0055789688493324,176844.2885771543,scheduled,NORMAL,False,-0.55789688493324
PSX,2024-07-30,2024-07-31,2024-09-12,149.03,125.72,1184.0,-0.1564114607797088,-0.15978244058243296,176805.13026052102,scheduled,NORMAL,False,-15.978244058243297
UBER,2024-08-06,2024-08-07,2024-09-19,65.56,75.28,2590.0,0.14826113483831604,0.14367268334350225,170140.68136272545,scheduled,NORMAL,False,14.367268334350225
CF,2024-08-07,2024-08-08,2024-09-20,77.19,81.61,2191.0,0.057261303277626574,0.0530364871097293,169462.21442885773,scheduled,NORMAL,False,5.30364871097293
GPN,2024-08-07,2024-08-08,2024-09-20,100.42,110.69,1684.0,0.10227046405098572,0.09786579127663808,169446.17234468937,scheduled,NORMAL,False,9.786579127663808
PH,2024-08-08,2024-08-09,2024-09-23,571.11,618.72,307.0,0.0833639754162947,0.07903485297053092,175682.1342685371,scheduled,NORMAL,False,7.903485297053092
ORCL,2024-09-09,2024-09-10,2024-10-22,154.23,175.31,1172.0,0.13667898593010452,0.1321368167023278,181119.7995991984,scheduled,NORMAL,False,13.21368167023278
APH,2024-10-23,2024-10-24,2024-12-06,69.46,74.21,2732.0,0.06838468183126989,0.06411541664267184,190145.01002004006,scheduled,NORMAL,False,6.411541664267184
TMUS,2024-10-23,2024-10-24,2024-12-06,223.4,243.78,849.0,0.09122649955237239,0.08686595846016121,190046.69338677355,scheduled,NORMAL,False,8.686595846016122
DECK,2024-10-24,2024-10-25,2024-12-09,169.95,201.55,1125.0,0.18593704030597258,0.18119803589290973,191576.90380761522,scheduled,NORMAL,False,18.119803589290974
WDC,2024-10-24,2024-10-25,2024-12-09,54.85,53.45,3486.0,-0.025524156791248864,-0.029418162260711034,191590.28056112226,scheduled,NORMAL,False,-2.9418162260711034
GOOG,2024-10-29,2024-10-30,2024-12-12,182.41,193.63,1028.0,0.0615097856477167,0.05726799254426829,187893.26653306614,scheduled,NORMAL,False,5.726799254426829
GOOGL,2024-10-29,2024-10-30,2024-12-12,180.68,191.96,1038.0,0.06243081691388097,0.05818534336949299,187921.68336673346,scheduled,NORMAL,False,5.818534336949299
BKNG,2024-10-30,2024-10-31,2024-12-13,4734.0,5227.61,38.0,0.10426911702577102,0.09985645763413609,180252.50501002005,scheduled,NORMAL,False,9.985645763413608
KLAC,2024-10-30,2024-10-31,2024-12-13,677.65,653.76,271.0,-0.03525418726481222,-0.03910931153250197,184011.17234468937,scheduled,NORMAL,False,-3.9109311532501967
PAYC,2024-10-30,2024-10-31,2024-12-13,189.68,234.5,970.0,0.23629270350063258,0.23135247785744406,184358.31663326654,scheduled,NORMAL,False,23.135247785744404
