symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,exit_reason,regime,is_satellite,ret_pct
QCOM,2017-11-01,2017-11-02,2017-12-15,53.6,64.76,402.0,0.2082089552238806,0.20338095223880592,21590.380761523047,scheduled,NORMAL,False,20.338095223880593
MSCI,2017-11-02,2017-11-03,2017-12-18,125.97,127.28,171.0,0.01039930142097334,0.006361745812494934,21584.038076152305,scheduled,NORMAL,False,0.6361745812494934
NRG,2017-11-02,2017-11-03,2017-12-18,26.1,27.59,828.0,0.05708812260536389,0.05286399846743284,21654.10821643287,scheduled,NORMAL,False,5.286399846743284
AXON,2017-11-07,2017-11-08,2017-12-21,22.62,26.38,1009.0,0.16622458001768337,0.16156434659593266,22869.31863727455,scheduled,NORMAL,False,16.156434659593266
J,2017-11-21,2017-11-22,2018-01-08,53.7,56.21,423.0,0.04674115456238348,0.042558376908752305,22760.621242484973,scheduled,NORMAL,False,4.2558376908752305
MU,2017-12-19,2017-12-20,2018-02-05,46.65,39.4,496.0,-0.15541264737406213,-0.15878761843515554,23184.769539078156,scheduled,NORMAL,False,-15.878761843515555
LW,2018-01-04,2018-01-05,2018-02-20,57.24,54.29,405.0,-0.05153738644304684,-0.05532744304682036,23228.657314629258,scheduled,NORMAL,False,-5.532744304682035
MKC,2018-01-25,2018-01-26,2018-03-12,52.38,55.35,439.0,0.05670103092783507,0.05247845360824743,23040.901803607216,scheduled,NORMAL,False,5.247845360824743
NDAQ,2018-01-31,2018-02-01,2018-03-16,26.77,27.99,865.0,0.04557340306313029,0.04139529174448997,23202.45490981964,scheduled,NORMAL,False,4.139529174448997
NOW,2018-01-31,2018-02-01,2018-03-16,151.76,169.98,152.0,0.12005798629414866,0.11558223458091721,23113.747494989977,scheduled,NORMAL,False,11.558223458091721
IDXX,2018-02-01,2018-02-02,2018-03-19,193.53,199.06,118.0,0.028574381232883805,0.02446419800547739,22882.304609218438,scheduled,NORMAL,False,2.446419800547739
MA,2018-02-01,2018-02-02,2018-03-19,171.9,180.58,133.0,0.0504944735311228,0.046296697614892635,22908.517034068136,scheduled,NORMAL,False,4.6296697614892635
FIS,2018-02-06,2018-02-07,2018-03-22,95.74,97.52,228.0,0.018592020054313707,0.014521726342176633,21872.464929859718,scheduled,NORMAL,False,1.4521726342176633
MCHP,2018-02-06,2018-02-07,2018-03-22,43.78,48.28,499.0,0.10278666057560537,0.09837992507994531,21890.0,scheduled,NORMAL,False,9.837992507994532
MPWR,2018-02-08,2018-02-09,2018-03-26,105.0,119.85,195.0,0.14142857142857146,0.13686742285714293,20516.032064128256,scheduled,NORMAL,False,13.686742285714292
KIM,2018-02-15,2018-02-16,2018-04-03,14.62,14.27,1533.0,-0.0239398084815321,-0.027840145006840067,22457.374749499,scheduled,NORMAL,False,-2.7840145006840067
PSKY,2018-02-15,2018-02-16,2018-04-03,57.0,52.86,393.0,-0.07263157894736838,-0.07633734315789475,22445.891783567135,scheduled,NORMAL,False,-7.633734315789475
DVN,2018-02-20,2018-02-21,2018-04-05,31.13,32.29,730.0,0.03726309026662378,0.03311818695791846,22770.440881763527,scheduled,NORMAL,False,3.311818695791846
LYV,2018-02-27,2018-02-28,2018-04-12,47.02,38.03,493.0,-0.19119523606975763,-0.19442721990642275,23227.31462925852,scheduled,NORMAL,False,-19.442721990642276
WSM,2018-03-14,2018-03-15,2018-04-27,27.59,24.59,882.0,-0.10873504893077202,-0.11229654367524455,24383.14629258517,scheduled,NORMAL,False,-11.229654367524455
UPS,2018-04-26,2018-04-27,2018-06-11,113.07,116.85,201.0,0.03343061820111437,0.029301029450782723,22772.61523046092,scheduled,NORMAL,False,2.9301029450782723
AAPL,2018-05-01,2018-05-02,2018-06-14,43.81,47.7,518.0,0.08879251312485725,0.08444169824241032,22739.058116232467,scheduled,NORMAL,False,8.444169824241033
PAYC,2018-05-01,2018-05-02,2018-06-14,104.94,113.67,216.0,0.08319039451114918,0.07886196569468273,22712.46492985972,scheduled,NORMAL,False,7.886196569468273
CF,2018-05-02,2018-05-03,2018-06-15,37.42,44.58,605.0,0.1913415285943345,0.18658092784607128,22684.468937875754,scheduled,NORMAL,False,18.658092784607128
DXCM,2018-05-02,2018-05-03,2018-06-15,19.5,24.93,1162.0,0.27846153846153854,0.27335280615384616,22704.40881763527,scheduled,NORMAL,False,27.335280615384615
NTAP,2018-05-23,2018-05-24,2018-07-09,64.0,79.39,371.0,0.24046875,0.235511836875,23791.583166332664,scheduled,NORMAL,False,23.5511836875
LW,2018-07-25,2018-07-26,2018-09-07,70.92,66.83,368.0,-0.0576706147772138,-0.06143616300056409,26150.861723446895,scheduled,NORMAL,False,-6.14361630005641
PYPL,2018-07-25,2018-07-26,2018-09-07,88.51,88.82,295.0,0.0035024291040559596,-0.0005075666026438386,26162.775551102204,scheduled,NORMAL,False,-0.05075666026438386
INTC,2018-07-26,2018-07-27,2018-09-10,48.76,46.3,535.0,-0.05045118949958982,-0.05424558654634948,26138.87775551102,scheduled,NORMAL,False,-5.424558654634948
DVN,2018-07-31,2018-08-01,2018-09-13,42.5,40.88,604.0,-0.03811764705882348,-0.041961328941176435,25721.442885771543,scheduled,NORMAL,False,-4.1961328941176435
VMC,2018-07-31,2018-08-01,2018-09-13,113.91,109.69,225.0,-0.037046791326485806,-0.040894752348345165,25681.112224448898,scheduled,NORMAL,False,-4.0894752348345165
ADP,2018-08-01,2018-08-02,2018-09-14,131.49,147.46,196.0,0.12145410297361003,0.11697277237812753,25823.6873747495,scheduled,NORMAL,False,11.697277237812752
DXCM,2018-08-01,2018-08-02,2018-09-14,29.85,35.76,866.0,0.19798994974874362,0.19320278190954765,25901.903807615232,scheduled,NORMAL,False,19.320278190954767
AIZ,2018-08-07,2018-08-08,2018-09-20,105.63,105.61,252.0,-0.00018934014957872058,-0.004184583546340881,26672.104208416833,scheduled,NORMAL,False,-0.4184583546340881
FANG,2018-08-08,2018-08-09,2018-09-21,133.0,128.55,200.0,-0.0334586466165413,-0.0373209458646615,26653.306613226454,scheduled,NORMAL,False,-3.7320945864661503
KDP,2018-08-08,2018-08-09,2018-09-21,23.77,23.8,1119.0,0.0012620950778292617,-0.002738948254101814,26651.93386773547,scheduled,NORMAL,False,-0.2738948254101814
CSX,2018-10-16,2018-10-17,2018-11-29,24.33,23.92,1082.0,-0.016851623510069746,-0.020780284422523332,26377.81563126252,scheduled,NORMAL,False,-2.078028442252333
CSGP,2018-10-23,2018-10-24,2018-12-07,37.45,36.69,692.0,-0.020293724966622295,-0.02420863124165551,25967.334669338677,scheduled,NORMAL,False,-2.420863124165551
AMD,2018-10-24,2018-10-25,2018-12-10,17.92,19.99,1434.0,0.11551339285714257,0.11105580133928528,25748.777555110224,scheduled,NORMAL,False,11.105580133928527
SYK,2018-10-25,2018-10-26,2018-12-11,164.0,171.66,158.0,0.04670731707317066,0.04252467463414633,25963.927855711423,scheduled,NORMAL,False,4.252467463414633
MSI,2018-11-01,2018-11-02,2018-12-18,124.93,121.89,212.0,-0.024333626831025468,-0.028232389658208623,26538.236472945893,scheduled,NORMAL,False,-2.8232389658208623
CRL,2018-11-07,2018-11-08,2018-12-24,136.36,105.09,200.0,-0.22931944851862718,-0.23239908800234677,27326.65330661323,scheduled,NORMAL,False,-23.239908800234677
AVGO,2018-12-06,2018-12-07,2019-01-23,23.41,25.75,1158.0,0.09995728321230235,0.09556185390858607,27163.10621242485,scheduled,NORMAL,False,9.556185390858607
LULU,2018-12-06,2018-12-07,2019-01-23,132.0,149.85,205.0,0.13522727272727275,0.1306909045454545,27114.22845691383,scheduled,NORMAL,False,13.069090454545451
ULTA,2018-12-06,2018-12-07,2019-01-23,271.45,288.2,99.0,0.061705654816724964,0.05746307902007719,26927.40480961924,scheduled,NORMAL,False,5.746307902007719
LEN,2019-10-02,2019-10-03,2019-11-14,57.97,59.74,463.0,0.030533034328100728,0.02641502432292575,26893.897795591183,scheduled,NORMAL,False,2.641502432292575
BLK,2019-10-15,2019-10-16,2019-11-27,445.0,494.21,60.0,0.11058426966292134,0.10614637492134826,26753.507014028055,scheduled,NORMAL,False,10.614637492134825
GDDY,2019-11-06,2019-11-07,2019-12-20,70.55,68.93,388.0,-0.022962437987242956,-0.02686668008504578,27428.25651302605,scheduled,NORMAL,False,-2.686668008504578
AAPL,2020-01-28,2020-01-29,2020-03-12,81.11,62.06,337.0,-0.23486623104426085,-0.23792370558500797,27388.84769539078,scheduled,NORMAL,False,-23.792370558500796
TT,2020-05-05,2020-05-06,2020-06-18,82.41,90.07,318.0,0.0929498847227277,0.08858245698337575,26258.89779559118,scheduled,NORMAL,False,8.858245698337575
AMCR,2020-05-11,2020-05-12,2020-06-24,9.0,9.96,2909.0,0.10666666666666669,0.10224442666666689,26233.466933867734,scheduled,NORMAL,False,10.22444266666669
CAH,2020-05-11,2020-05-12,2020-06-24,53.46,52.01,489.0,-0.027123082678638277,-0.031010698840254425,26194.32865731463,scheduled,NORMAL,False,-3.1010698840254425
BG,2020-07-29,2020-07-30,2020-09-11,44.62,45.64,604.0,0.022859704168534334,0.018772356790676792,27004.488977955913,scheduled,NORMAL,False,1.8772356790676792
QCOM,2020-07-29,2020-07-30,2020-09-11,102.42,113.42,263.0,0.10740089826205823,0.10297572427260282,26990.440881763527,scheduled,NORMAL,False,10.297572427260281
TT,2020-07-29,2020-07-30,2020-09-11,109.0,116.99,247.0,0.07330275229357786,0.06901383449541276,26976.95390781563,scheduled,NORMAL,False,6.901383449541276
DECK,2020-07-30,2020-07-31,2020-09-14,33.04,34.7,825.0,0.05024213075060535,0.046045363196125955,27312.625250501,scheduled,NORMAL,False,4.6045363196125955
LKQ,2020-07-30,2020-07-31,2020-09-14,29.32,32.34,929.0,0.10300136425648043,0.0985937708049116,27292.865731462924,scheduled,NORMAL,False,9.85937708049116
STE,2020-08-03,2020-08-04,2020-09-16,161.58,170.16,169.0,0.053100631266245646,0.048892441143705945,27361.743486973948,scheduled,NORMAL,False,4.8892441143705945
CTVA,2020-08-05,2020-08-06,2020-09-18,26.88,28.99,1037.0,0.07849702380952372,0.07418734970238083,27930.420841683364,scheduled,NORMAL,False,7.418734970238083
PM,2020-10-20,2020-10-21,2020-12-03,73.93,78.5,392.0,0.061815230623562645,0.057572216961990996,29038.6372745491,scheduled,NORMAL,False,5.7572216961991
PTC,2020-10-28,2020-10-29,2020-12-11,80.0,112.98,359.0,0.41225,0.406606649,28777.55511022044,scheduled,NORMAL,False,40.6606649
QCOM,2020-11-04,2020-11-05,2020-12-18,145.82,147.42,202.0,0.010972431765190027,0.006932585927856172,29514.669338677355,scheduled,NORMAL,False,0.6932585927856172
TTD,2020-11-05,2020-11-06,2020-12-21,73.14,93.55,404.0,0.27905386929176923,0.27394277003007916,29607.775551102204,scheduled,NORMAL,False,27.394277003007915
PLTR,2020-11-12,2020-11-13,2020-12-29,14.49,24.66,2062.0,0.701863354037267,0.6950627080745342,29938.256513026052,scheduled,NORMAL,False,69.50627080745342
OTIS,2021-04-26,2021-04-27,2021-06-09,76.5,80.75,471.0,0.05555555555555558,0.051337555555555525,36103.70741482966,scheduled,NORMAL,False,5.1337555555555525
ADM,2021-04-27,2021-04-28,2021-06-10,62.3,67.23,582.0,0.0791332263242377,0.07482100995184582,36331.2625250501,scheduled,NORMAL,False,7.482100995184582
INVH,2021-04-28,2021-04-29,2021-06-11,34.05,37.71,1064.0,0.1074889867841411,0.1030634607929517,36301.803607214424,scheduled,NORMAL,False,10.30634607929517
FTNT,2021-04-29,2021-04-30,2021-06-14,39.63,46.29,920.0,0.16805450416351242,0.1633869583648746,36532.66533066133,scheduled,NORMAL,False,16.33869583648746
KLAC,2021-04-29,2021-04-30,2021-06-14,315.03,325.21,115.0,0.03231438275719767,0.02818925448369991,36301.052104208415,scheduled,NORMAL,False,2.818925448369991
TXT,2021-04-29,2021-04-30,2021-06-14,63.1,67.15,577.0,0.06418383518225057,0.059931356576862216,36481.66332665331,scheduled,NORMAL,False,5.993135657686222
TMUS,2021-05-04,2021-05-05,2021-06-17,131.46,146.45,281.0,0.11402708048075438,0.10957542826715327,37014.28857715431,scheduled,NORMAL,False,10.957542826715327
PYPL,2021-05-05,2021-05-06,2021-06-18,256.0,283.38,145.0,0.10695312499999998,0.10252974031249984,37194.38877755511,scheduled,NORMAL,False,10.252974031249984
WAT,2021-05-05,2021-05-06,2021-06-18,310.0,342.71,120.0,0.10551612903225793,0.10109848658064502,37274.549098196396,scheduled,NORMAL,False,10.109848658064502
IRM,2021-05-06,2021-05-07,2021-06-21,41.0,45.36,917.0,0.10634146341463424,0.1019205229268294,37672.344689378755,scheduled,NORMAL,False,10.192052292682941
MSI,2021-05-06,2021-05-07,2021-06-21,189.26,211.31,198.0,0.11650639332135704,0.1120448337736446,37548.577154308616,scheduled,NORMAL,False,11.204483377364461
TTD,2021-05-10,2021-05-11,2021-06-23,47.49,65.39,793.0,0.3769214571488735,0.37141927900610683,37735.04008016032,scheduled,NORMAL,False,37.14192790061068
AMAT,2021-05-20,2021-05-21,2021-07-06,129.85,136.78,52.0,0.053369272237196785,0.04916000862533698,6765.731462925852,scheduled,NORMAL,True,4.916000862533698
ADBE,2021-06-17,2021-06-18,2021-08-02,569.9612,618.75,77.0,0.08560021278641439,0.08126215433611983,43974.9623246493,scheduled,NORMAL,False,8.126215433611982
STT,2021-07-16,2021-07-19,2021-08-30,82.23,92.51,545.0,0.1250152012647452,0.12051964052049136,44905.160320641284,scheduled,NORMAL,False,12.051964052049136
CMG,2021-07-20,2021-07-21,2021-09-01,33.14,37.97,1356.0,0.1457453228726613,0.14116692456246205,45027.89579158317,scheduled,NORMAL,False,14.116692456246206
DHR,2021-07-22,2021-07-23,2021-09-03,257.14,294.67,178.0,0.14595162168468545,0.14137239900443332,45862.64529058116,scheduled,NORMAL,False,14.137239900443333
MSCI,2021-07-27,2021-07-28,2021-09-09,588.91,652.86,78.0,0.10859044675756913,0.10416051933232606,46027.034068136265,scheduled,NORMAL,False,10.416051933232605
PNR,2021-07-27,2021-07-28,2021-09-09,72.39,76.2,637.0,0.05263157894736836,0.04842526315789475,46204.839679358716,scheduled,NORMAL,False,4.842526315789475
GRMN,2021-07-28,2021-07-29,2021-09-10,157.44,172.59,292.0,0.09622713414634143,0.09184661051829268,46064.60921843687,scheduled,NORMAL,False,9.184661051829268
IR,2021-07-28,2021-07-29,2021-09-10,47.25,54.73,975.0,0.15830687830687817,0.15367828402116412,46161.07214428858,scheduled,NORMAL,False,15.367828402116412
DXCM,2021-07-29,2021-07-30,2021-09-13,119.18,135.11,392.0,0.13366336633663378,0.12913324752475241,46812.18436873748,scheduled,NORMAL,False,12.91332475247524
CHTR,2021-07-30,2021-08-02,2021-09-14,748.72998,761.859985,63.0,0.017536368718666928,0.013470293389266974,47264.5177755511,scheduled,NORMAL,False,1.3470293389266974
BKNG,2021-08-04,2021-08-05,2021-09-17,2149.99,2325.37,22.0,0.08157247243010435,0.07725050883027373,47394.56913827655,scheduled,NORMAL,False,7.725050883027373
RMD,2021-08-05,2021-08-06,2021-09-20,272.0,284.23,182.0,0.04496323529411761,0.04078756220588242,49603.20641282565,scheduled,NORMAL,False,4.078756220588242
ABNB,2021-08-12,2021-08-13,2021-09-27,146.66,174.26,343.0,0.1881903722896494,0.18344236356198018,50405.19038076152,scheduled,NORMAL,False,18.344236356198017
NTAP,2021-08-25,2021-08-26,2021-10-08,87.5,91.51,334.0,0.04582857142857155,0.041649440457142806,29283.56713426854,scheduled,NORMAL,True,4.164944045714281
FDX,2021-09-21,2021-09-22,2021-11-03,234.18,240.02,231.0,0.024938081817405422,0.020842429242463156,54203.9879759519,scheduled,NORMAL,False,2.0842429242463156
ACN,2021-09-23,2021-09-24,2021-11-05,340.68,368.46,160.0,0.08154279675942222,0.07722095174357158,54618.03607214429,scheduled,NORMAL,False,7.7220951743571575
STX,2021-10-22,2021-10-25,2021-12-07,88.59,108.52,619.0,0.22496895812168405,0.22007398216502994,54947.10420841683,scheduled,NORMAL,False,22.00739821650299
AOS,2021-10-28,2021-10-29,2021-12-13,70.77,83.54,779.0,0.18044369082944756,0.17572663784089326,55240.31062124248,scheduled,NORMAL,False,17.572663784089325
ABBV,2021-10-29,2021-11-01,2021-12-14,115.25,127.29,481.0,0.10446854663774419,0.10005509032537963,55546.34268537074,scheduled,NORMAL,False,10.005509032537962
VRTX,2021-11-02,2021-11-03,2021-12-16,187.5,212.61,302.0,0.13392000000000004,0.12938885568000003,56738.47695390782,scheduled,NORMAL,False,12.938885568000003
ABNB,2021-11-04,2021-11-05,2021-12-20,186.15,157.23,309.0,-0.15535858178888007,-0.1587337688960515,57635.621242484965,scheduled,NORMAL,False,-15.87337688960515
BLDR,2021-11-04,2021-11-05,2021-12-20,67.96,75.13,846.0,0.10550323719835197,0.10108564626250738,57609.37875751503,scheduled,NORMAL,False,10.108564626250738
OXY,2021-11-04,2021-11-05,2021-12-20,34.14,26.98,1685.0,-0.20972466315172822,-0.21288260339777376,57641.18236472946,scheduled,NORMAL,False,-21.288260339777377
PAYX,2021-12-22,2021-12-23,2022-02-07,134.0,119.97,437.0,-0.10470149253731342,-0.10827910537313434,58675.35070140281,scheduled,NORMAL,False,-10.827910537313434
HAL,2022-01-24,2022-01-25,2022-03-09,28.43,34.84,2027.0,0.22546605698206124,0.22056909461836094,57743.09619238477,scheduled,NORMAL,False,22.056909461836092
RTX,2022-01-25,2022-01-26,2022-03-10,89.98,98.51,647.0,0.09479884418759732,0.09042402800622362,58333.72745490982,scheduled,NORMAL,False,9.042402800622362
WDC,2022-01-27,2022-01-28,2022-03-14,37.09,33.6,1555.0,-0.09409544351577248,-0.09771543812348349,57790.53106212425,scheduled,NORMAL,False,-9.771543812348348
WRB,2022-01-27,2022-01-28,2022-03-14,36.89,41.64,1564.0,0.12876118189211172,0.12425065220927078,57811.58316633267,scheduled,NORMAL,False,12.425065220927078
TMUS,2022-02-02,2022-02-03,2022-03-18,120.0,127.18,501.0,0.059833333333333405,0.05559823933333319,60240.48096192385,scheduled,NORMAL,False,5.559823933333319
CDNS,2022-02-22,2022-02-23,2022-04-06,150.23,161.85,405.0,0.07734806629834257,0.07304298342541449,60965.080160320635,scheduled,NORMAL,False,7.304298342541449
PANW,2022-02-22,2022-02-23,2022-04-06,84.37,101.13,721.0,0.19864880881830027,0.1938590081782623,60952.67535070141,scheduled,NORMAL,False,19.38590081782623
EXR,2022-02-23,2022-02-24,2022-04-07,178.11,213.36,331.0,0.19791140306552135,0.19312454909887133,59072.55511022045,scheduled,NORMAL,False,19.312454909887133
AES,2022-02-24,2022-02-25,2022-04-08,21.12,24.83,2913.0,0.17566287878787867,0.17096492992424217,61645.85170340682,scheduled,NORMAL,False,17.096492992424217
MRNA,2022-02-24,2022-02-25,2022-04-08,156.02,160.84,394.0,0.030893475195487685,0.026774024868606583,61595.070140280564,scheduled,NORMAL,False,2.6774024868606583
PAYX,2022-03-30,2022-03-31,2022-05-13,137.91,119.69,502.0,-0.13211514756000287,-0.135583215430353,69369.55911823646,scheduled,NORMAL,False,-13.558321543035301
VLO,2022-04-26,2022-04-27,2022-06-09,105.86,143.41,634.0,0.35471377290761374,0.34930033667107474,67249.73947895793,scheduled,NORMAL,False,34.93003366710747
BSX,2022-04-27,2022-04-28,2022-06-10,43.44,37.23,1557.0,-0.1429558011049724,-0.14638054972375714,67771.62324649299,scheduled,NORMAL,False,-14.638054972375713
KIM,2022-04-28,2022-04-29,2022-06-13,26.15,19.48,2609.0,-0.25506692160611844,-0.2580436741873804,68362.07414829658,scheduled,NORMAL,False,-25.80436741873804
KLAC,2022-04-28,2022-04-29,2022-06-13,331.73,313.88,205.0,-0.05380882042625035,-0.05758980037982708,68140.93186372747,scheduled,NORMAL,False,-5.758980037982708
ABNB,2022-05-03,2022-05-04,2022-06-16,152.55,93.26,444.0,-0.3886594559160931,-0.3911023727302524,67867.9358717435,scheduled,NORMAL,False,-39.11023727302524
BEN,2022-05-03,2022-05-04,2022-06-16,25.45,23.15,2666.0,-0.09037328094302555,-0.09400814931237722,67985.67134268537,scheduled,NORMAL,False,-9.400814931237722
NTAP,2022-06-01,2022-06-02,2022-07-18,72.2,65.57,906.0,-0.09182825484764556,-0.09545730914127437,65544.28857715431,scheduled,NORMAL,False,-9.545730914127438
MU,2022-06-30,2022-07-01,2022-08-15,53.29,64.7,1096.0,0.21411146556577232,0.20925987614937114,58522.885771543086,scheduled,NORMAL,False,20.925987614937114
SLB,2022-07-22,2022-07-25,2022-09-06,35.65,37.36,1681.0,0.04796633941093975,0.04377866591865365,60047.74549098196,scheduled,NORMAL,False,4.377866591865365
CMG,2022-07-26,2022-07-27,2022-09-08,28.67,34.14,2078.0,0.19079176839902323,0.18603336449250074,59695.65130260521,scheduled,NORMAL,False,18.603336449250072
AVY,2022-07-27,2022-07-28,2022-09-09,185.68,191.05,326.0,0.028920723825937023,0.02480915661352867,60652.98597194389,scheduled,NORMAL,False,2.480915661352867
GPC,2022-07-27,2022-07-28,2022-09-09,146.5,162.8,414.0,0.11126279863481225,0.10682219249146763,60772.54509018036,scheduled,NORMAL,False,10.682219249146762
PTC,2022-07-27,2022-07-28,2022-09-09,118.97,119.97,510.0,0.008405480373203433,0.004375892073631871,60796.29258517034,scheduled,NORMAL,False,0.43758920736318707
REGN,2022-08-03,2022-08-04,2022-09-16,602.65,710.3,103.0,0.17862772753671274,0.1739179311374761,62197.344689378755,scheduled,NORMAL,False,17.39179311374761
JKHY,2022-08-16,2022-08-17,2022-09-29,200.0,183.04,326.0,-0.08479999999999999,-0.08845713919999998,65330.66132264529,scheduled,NORMAL,False,-8.845713919999998
SNPS,2022-08-17,2022-08-18,2022-09-30,384.35,305.51,168.0,-0.205125536620268,-0.20830185497593345,64700.20040080161,scheduled,NORMAL,False,-20.830185497593344
FDS,2022-09-22,2022-09-23,2022-11-04,393.38,408.45,160.0,0.03830901418475774,0.03415993136407547,63066.933867735475,scheduled,NORMAL,False,3.415993136407547
