symbol,year,quarter,quarter_str,transcript_id,transcript_date,company_name,sector,industry,transcript_length,return_30d
TGT,2022,2,2022Q2,6330,2022-08-17,Target Corporation,Consumer Defensive,Discount Stores,75111,-15.7611
TMUS,2022,2,2022Q2,2926,2022-07-27,T-Mobile US,Communication Services,Telecommunications Services,60724,8.558
TT,2022,2,2022Q2,4205,2022-08-03,Trane Technologies,Industrials,Construction,53066,9.6481
TTD,2022,2,2022Q2,2051,2022-08-09,"The Trade Desk, Inc.",Technology,Software - Application,64469,8.6972
TTWO,2022,2,2022Q2,3149,2021-11-03,Take-Two Interactive,Technology,Electronic Gaming & Multimedia,36885,-4.5721
VMC,2022,2,2022Q2,5361,2022-08-04,Vulcan Materials Company,Basic Materials,Construction Materials,34687,-4.1203
VRSK,2022,2,2022Q2,3649,2022-08-03,Verisk Analytics,Industrials,Consulting Services,62850,-2.6458
VTRS,2022,2,2022Q2,4874,2022-08-08,Viatris,Healthcare,Drug Manufacturers - Specialty & Generic,40969,-7.0915
WDC,2022,2,2022Q2,4318,2022-01-27,Western Digital,Technology,Computer Hardware,52954,-17.4041
WMT,2022,2,2022Q2,6227,2021-08-17,Walmart,Consumer Defensive,Discount Stores,60432,-6.8458
WY,2022,2,2022Q2,6301,2022-07-29,Weyerhaeuser,Real Estate,REIT - Specialty,53203,-4.9766
XOM,2022,2,2022Q2,7086,2022-07-29,ExxonMobil,Energy,Oil & Gas Integrated,53853,5.3649
XYZ,2022,2,2022Q2,2041,2022-08-04,"Block, Inc.",Technology,Software - Infrastructure,52620,-26.32
ABBV,2022,3,2022Q3,3943,2022-10-28,AbbVie,Healthcare,Drug Manufacturers - General,63394,7.7003
AES,2022,3,2022Q3,5435,2022-11-04,AES Corporation,Utilities,Diversified Utilities,43995,7.6747
ALGN,2022,3,2022Q3,3260,2022-10-26,Align Technology,Healthcare,Medical - Devices,65245,-14.8123
ALL,2022,3,2022Q3,5692,2022-11-03,Allstate,Financial Services,Insurance - Property & Casualty,58876,6.3645
ANET,2022,3,2022Q3,3083,2022-10-31,Arista Networks,Technology,Computer Hardware,58291,8.3719
APTV,2022,3,2022Q3,3953,2022-11-03,Aptiv,Consumer Cyclical,Auto - Parts,50834,6.2273
BAC,2022,3,2022Q3,6349,2022-10-17,Bank of America,Financial Services,Banks - Diversified,76248,16.7192
BDX,2022,3,2022Q3,6490,2022-08-04,Becton Dickinson,Healthcare,Medical - Instruments & Supplies,67180,3.8337
BG,2022,3,2022Q3,2377,2022-10-26,Bunge Global,Consumer Defensive,Agricultural Farm Products,52744,4.7733
BIIB,2022,3,2022Q3,4893,2022-10-25,Biogen,Healthcare,Drug Manufacturers - General,55744,6.3834
BLK,2022,3,2022Q3,4164,2022-10-13,BlackRock,Financial Services,Asset Management,51896,38.9155
BMY,2022,3,2022Q3,6613,2022-10-26,Bristol Myers Squibb,Healthcare,Drug Manufacturers - General,62542,9.7705
BR,2022,3,2022Q3,3116,2022-05-03,Broadridge Financial Solutions,Technology,Information Technology Services,44714,-3.7065
BXP,2022,3,2022Q3,4715,2022-10-26,"BXP, Inc.",Real Estate,REIT - Office,72934,-12.0271
CBOE,2022,3,2022Q3,3360,2022-11-04,Cboe Global Markets,Financial Services,Financial - Data & Stock Exchanges,41091,-1.3131
CCL,2022,3,2022Q3,5416,2022-09-30,Carnival,Consumer Cyclical,Leisure,47872,12.9913
CDW,2022,3,2022Q3,2888,2022-11-02,CDW,Technology,Information Technology Services,54597,6.7331
CF,2022,3,2022Q3,4471,2022-11-03,CF Industries,Basic Materials,Agricultural Inputs,43747,-7.8511
CHD,2022,3,2022Q3,3618,2022-10-28,Church & Dwight,Consumer Defensive,Household & Personal Products,54218,6.1168
CI,2022,3,2022Q3,6359,2022-11-03,Cigna,Healthcare,Medical - Healthcare Plans,54893,2.004
CMCSA,2022,3,2022Q3,4964,2022-10-27,Comcast,Communication Services,Telecommunications Services,54080,12.127
COF,2022,3,2022Q3,5477,2022-10-27,Capital One,Financial Services,Financial - Credit Services,66687,-4.5139
CRM,2022,3,2022Q3,4451,2021-11-30,Salesforce,Technology,Software - Application,56509,-19.7677
CSX,2022,3,2022Q3,6674,2022-10-20,CSX Corporation,Industrials,Railroads,70600,15.7681
CTAS,2022,3,2022Q3,5151,2022-03-23,Cintas,Industrials,Specialty Business Services,48036,-1.5878
CVS,2022,3,2022Q3,6684,2022-11-02,CVS Health,Healthcare,Medical - Healthcare Plans,51186,3.1494
DD,2022,3,2022Q3,2957,2022-11-08,DuPont,Basic Materials,Chemicals - Specialty,54478,10.6852
DIS,2022,3,2022Q3,6370,2022-08-10,Walt Disney Company (The),Communication Services,Entertainment,47281,-11.5005
DLR,2022,3,2022Q3,3511,2022-10-26,Digital Realty,Real Estate,REIT - Office,54595,6.672
DUK,2022,3,2022Q3,6380,2022-11-04,Duke Energy,Utilities,Regulated Electric,45612,7.5198
DXCM,2022,3,2022Q3,2767,2022-10-27,Dexcom,Healthcare,Medical - Devices,47814,15.3383
ECL,2022,3,2022Q3,5935,2022-11-01,Ecolab,Basic Materials,Chemicals - Specialty,55090,-4.221
EQIX,2022,3,2022Q3,3720,2022-11-02,Equinix,Real Estate,REIT - Specialty,65139,21.5913
ERIE,2022,3,2022Q3,2168,2022-10-28,Erie Indemnity,Financial Services,Insurance - Brokers,12470,12.5283
ETR,2022,3,2022Q3,6745,2022-11-02,Entergy,Utilities,Regulated Electric,48750,7.8287
EVRG,2022,3,2022Q3,3126,2022-11-04,Evergy,Utilities,Regulated Electric,22346,0.2437
FANG,2022,3,2022Q3,3019,2022-11-08,Diamondback Energy,Energy,Oil & Gas Exploration & Production,39586,-16.2028
FAST,2022,3,2022Q3,4461,2022-10-13,Fastenal,Industrials,Industrial - Distribution,54821,14.5797
FE,2022,3,2022Q3,5557,2022-10-26,FirstEnergy,Utilities,Regulated Electric,45641,10.9633
FTV,2022,3,2022Q3,3460,2022-10-26,Fortive,Technology,"Hardware, Equipment & Parts",57425,4.1528
GEN,2022,3,2022Q3,4914,2022-02-03,Gen Digital,Technology,Software - Infrastructure,33626,7.171
GL,2022,3,2022Q3,5925,2022-10-28,Globe Life,Financial Services,Insurance - Life,59390,4.8968
GM,2022,3,2022Q3,3923,2022-10-25,General Motors,Consumer Cyclical,Auto - Manufacturers,57529,6.271
HII,2022,3,2022Q3,3158,2022-11-03,Huntington Ingalls Industries,Industrials,Aerospace & Defense,45241,-8.8699
HRL,2022,3,2022Q3,4337,2022-09-01,Hormel Foods,Consumer Defensive,Packaged Foods,53529,-10.72
HSIC,2022,3,2022Q3,3730,2022-11-01,Henry Schein,Healthcare,Medical - Distribution,53141,21.487
IFF,2022,3,2022Q3,6420,2022-11-08,International Flavors & Fragrances,Basic Materials,Chemicals - Specialty,53292,13.0183
IP,2022,3,2022Q3,6857,2022-10-27,International Paper,Consumer Cyclical,Packaging & Containers,59594,8.6093
IRM,2022,3,2022Q3,4367,2022-11-03,Iron Mountain,Real Estate,REIT - Specialty,34500,4.941
JNJ,2022,3,2022Q3,6469,2022-10-18,Johnson & Johnson,Healthcare,Drug Manufacturers - General,54869,6.8492
KIM,2022,3,2022Q3,4705,2022-10-27,Kimco Realty,Real Estate,REIT - Retail,45620,5.9024
KMI,2022,3,2022Q3,4054,2022-10-19,Kinder Morgan,Energy,Oil & Gas Midstream,47067,7.7659
KR,2022,3,2022Q3,6886,2021-12-02,Kroger,Consumer Defensive,Grocery Stores,54431,22.1587
LEN,2022,3,2022Q3,4767,2022-09-22,Lennar,Consumer Cyclical,Residential Construction,57757,4.0569
LIN,2022,3,2022Q3,5867,2022-10-27,Linde plc,Basic Materials,Chemicals - Specialty,51003,12.6747
LRCX,2022,3,2022Q3,4034,2022-04-20,Lam Research,Technology,Semiconductors,56063,6.7497
LVS,2022,3,2022Q3,2878,2022-10-19,Las Vegas Sands,Consumer Cyclical,"Gambling, Resorts & Casinos",35974,34.7191
LW,2022,3,2022Q3,3030,2022-04-07,Lamb Weston,Consumer Defensive,Packaged Foods,41420,4.5169
MCD,2022,3,2022Q3,6510,2022-10-27,McDonald's,Consumer Cyclical,Restaurants,55124,6.013
MCK,2022,3,2022Q3,5406,2022-02-02,McKesson Corporation,Healthcare,Medical - Distribution,54476,15.7046
MDLZ,2022,3,2022Q3,3990,2022-11-01,Mondelez International,Consumer Defensive,Food Confectioners,47159,7.3056
MHK,2022,3,2022Q3,3851,2022-10-28,Mohawk Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances",61822,5.0483
MSCI,2022,3,2022Q3,3136,2022-10-25,MSCI,Financial Services,Financial - Data & Stock Exchanges,58595,21.4121
MTB,2022,3,2022Q3,4883,2022-10-19,M&T Bank,Financial Services,Banks - Regional,50562,-11.1111
NCLH,2022,3,2022Q3,3168,2022-11-08,Norwegian Cruise Line Holdings,Consumer Cyclical,Travel Services,55547,-17.5165
NTAP,2022,3,2022Q3,5384,2022-02-23,NetApp,Technology,Computer Hardware,58220,-6.279
NWS,2022,3,2022Q3,3660,2022-05-08,News Corp (Class B),Communication Services,Entertainment,36750,-9.0479
O,2022,3,2022Q3,3710,2022-11-03,Realty Income,Real Estate,REIT - Retail,52328,3.9463
OKE,2022,3,2022Q3,4235,2022-11-02,ONEOK,Energy,Oil & Gas Midstream,30849,7.6923
ON,2022,3,2022Q3,2495,2022-10-31,ON Semiconductor,Technology,Semiconductors,50512,6.0462
PAYC,2022,3,2022Q3,2807,2022-11-01,Paycom,Technology,Software - Application,45998,-8.106
PH,2022,3,2022Q3,6043,2022-05-05,Parker Hannifin,Industrials,Industrial - Machinery,54006,-18.6558
PM,2022,3,2022Q3,4540,2022-10-20,Philip Morris International,Consumer Defensive,Tobacco,51538,20.6199
PNW,2022,3,2022Q3,5339,2022-11-03,Pinnacle West,Utilities,Regulated Electric,36839,15.7676
POOL,2022,3,2022Q3,2707,2022-10-20,Pool Corporation,Industrials,Industrial - Distribution,60859,10.8379
PSA,2022,3,2022Q3,4787,2022-11-02,Public Storage,Real Estate,REIT - Industrial,47796,-2.8702
PSKY,2022,3,2022Q3,5762,2022-11-02,Paramount Skydance Corp,Communication Services,Entertainment,56367,-7.8769
PSX,2022,3,2022Q3,4064,2022-11-01,Phillips 66,Energy,Oil & Gas Refining & Marketing,36536,-2.8862
PTC,2022,3,2022Q3,2647,2022-07-27,PTC Inc.,Technology,Software - Application,62478,2.2413
PWR,2022,3,2022Q3,4305,2022-11-03,Quanta Services,Industrials,Engineering & Construction,53559,4.7448
RF,2022,3,2022Q3,5467,2022-10-21,Regions Financial Corporation,Financial Services,Banks - Regional,40903,11.3475
RL,2022,3,2022Q3,4645,2022-02-03,Ralph Lauren Corporation,Consumer Cyclical,Apparel - Manufacturers,50367,6.8004
ROP,2022,3,2022Q3,4255,2022-10-26,Roper Technologies,Industrials,Industrial - Machinery,46046,14.7169
SLB,2022,3,2022Q3,7035,2022-10-21,Schlumberger,Energy,Oil & Gas Equipment & Services,47035,12.4535
SPGI,2022,3,2022Q3,7055,2022-10-27,S&P Global,Financial Services,Financial - Data & Stock Exchanges,77868,11.3055
STZ,2022,3,2022Q3,4810,2022-01-06,Constellation Brands,Consumer Defensive,Beverages - Wineries & Distilleries,56545,-14.805
T,2022,3,2022Q3,6156,2022-10-20,AT&T,Communication Services,Telecommunications Services,56262,22.3938
TDG,2022,3,2022Q3,3481,2022-08-09,TransDigm Group,Industrials,Aerospace & Defense,41649,-11.5599
TDY,2022,3,2022Q3,2727,2022-10-26,Teledyne Technologies,Technology,"Hardware, Equipment & Parts",38284,14.1069
TRGP,2022,3,2022Q3,2435,2022-11-03,Targa Resources,Energy,Oil & Gas Midstream,42037,4.6269
TSN,2022,3,2022Q3,4798,2022-08-08,Tyson Foods,Consumer Defensive,Agricultural Farm Products,52132,-17.8616
TT,2022,3,2022Q3,4204,2022-11-02,Trane Technologies,Industrials,Construction,55931,6.9278
TXT,2022,3,2022Q3,6310,2022-10-27,Textron,Industrials,Aerospace & Defense,46380,11.1438
UBER,2022,3,2022Q3,2285,2022-11-01,Uber,Technology,Software - Application,36864,3.3873
UDR,2022,3,2022Q3,3560,2022-10-27,"UDR, Inc.",Real Estate,REIT - Residential,62710,0.9107
VMC,2022,3,2022Q3,5360,2022-11-02,Vulcan Materials Company,Basic Materials,Construction Materials,42781,8.793
VZ,2022,3,2022Q3,6166,2022-10-21,Verizon,Communication Services,Telecommunications Services,60093,0.1892
WFC,2022,3,2022Q3,6410,2022-10-14,Wells Fargo,Financial Services,Banks - Diversified,63446,10.8542
WYNN,2022,3,2022Q3,4387,2022-11-09,Wynn Resorts,Consumer Cyclical,"Gambling, Resorts & Casinos",32289,18.2191
XEL,2022,3,2022Q3,7075,2022-10-27,Xcel Energy,Utilities,Regulated Electric,50619,11.619
A,2022,4,2022Q4,5296,2022-11-21,Agilent Technologies,Healthcare,Medical - Diagnostics & Research,60160,1.7431
ADM,2022,4,2022Q4,6582,2023-01-26,Archer Daniels Midland,Consumer Defensive,Agricultural Farm Products,45325,-10.4125
ADSK,2022,4,2022Q4,5897,2022-02-24,Autodesk,Technology,Software - Application,50920,-7.3013
AIG,2022,4,2022Q4,6289,2023-02-16,American International Group,Financial Services,Insurance - Diversified,56151,-18.5509
AIZ,2022,4,2022Q4,4612,2023-02-08,Assurant,Financial Services,Insurance - Specialty,42571,-17.2134
AJG,2022,4,2022Q4,3490,2023-01-26,Arthur J. Gallagher & Co.,Financial Services,Insurance - Brokers,39262,-8.7605
AMD,2022,4,2022Q4,3299,2023-01-31,Advanced Micro Devices,Technology,Semiconductors,53254,28.5429
AOS,2022,4,2022Q4,3207,2023-01-31,A. O. Smith,Industrials,Industrial - Machinery,46967,11.9375
APD,2022,4,2022Q4,6095,2022-11-03,Air Products,Basic Materials,Chemicals - Specialty,61420,29.0615
AVB,2022,4,2022Q4,4654,2023-02-09,AvalonBay Communities,Real Estate,REIT - Residential,71585,-13.1443
AWK,2022,4,2022Q4,3568,2023-02-16,American Water Works,Utilities,Regulated Water,30385,-1.8492
AXP,2022,4,2022Q4,6338,2023-01-27,American Express,Financial Services,Financial - Credit Services,59950,1.1227
BG,2022,4,2022Q4,2376,2023-02-08,Bunge Global,Consumer Defensive,Agricultural Farm Products,44019,-5.477
BKNG,2022,4,2022Q4,4284,2023-02-23,Booking Holdings,Consumer Cyclical,Travel Services,56712,6.0202
BKR,2022,4,2022Q4,3249,2023-01-23,Baker Hughes,Energy,Oil & Gas Equipment & Services,51460,2.1886
BMY,2022,4,2022Q4,6612,2023-02-02,Bristol Myers Squibb,Healthcare,Drug Manufacturers - General,55019,-6.5983
BSX,2022,4,2022Q4,5751,2023-02-01,Boston Scientific,Healthcare,Medical - Devices,52895,4.4324
BX,2022,4,2022Q4,2328,2023-01-26,Blackstone Inc.,Financial Services,Asset Management,57521,-9.7232
CARR,2022,4,2022Q4,2776,2023-02-07,Carrier Global,Industrials,Construction,55567,-4.2687
CDNS,2022,4,2022Q4,3177,2023-02-13,Cadence Design Systems,Technology,Software - Application,54242,10.9316
CDW,2022,4,2022Q4,2887,2023-02-08,CDW,Technology,Information Technology Services,60499,-4.1096
CINF,2022,4,2022Q4,5536,2023-02-07,Cincinnati Financial,Financial Services,Insurance - Property & Casualty,40170,-6.5493
CMI,2022,4,2022Q4,6541,2023-02-06,Cummins,Industrials,Industrial - Machinery,50389,-8.4885
CMS,2022,4,2022Q4,6642,2023-02-02,CMS Energy,Utilities,Regulated Electric,57534,-3.7351
COIN,2022,4,2022Q4,2069,2023-02-21,Coinbase Global,Financial Services,Financial - Data & Stock Exchanges,46348,-2.0783
COR,2022,4,2022Q4,5108,2022-11-03,Cencora,Healthcare,Medical - Distribution,48333,7.7385
CPT,2022,4,2022Q4,2524,2023-02-03,Camden Property Trust,Real Estate,REIT - Residential,75070,-18.1854
CRL,2022,4,2022Q4,2635,2023-02-22,Charles River Laboratories,Healthcare,Medical - Diagnostics & Research,76047,-19.647
CRM,2022,4,2022Q4,4450,2022-03-01,Salesforce,Technology,Software - Application,56230,-6.3048
CVX,2022,4,2022Q4,6693,2023-01-27,Chevron Corporation,Energy,Oil & Gas Integrated,54668,-15.4854
DASH,2022,4,2022Q4,2079,2023-02-16,DoorDash,Communication Services,Internet Content & Information,46625,-4.4102
DLTR,2022,4,2022Q4,4082,2023-03-01,Dollar Tree,Consumer Defensive,Discount Stores,48938,2.478
DOW,2022,4,2022Q4,2966,2023-01-26,Dow Inc.,Basic Materials,Chemicals,50718,-6.9269
DRI,2022,4,2022Q4,5703,2022-06-23,Darden Restaurants,Consumer Cyclical,Restaurants,66334,7.3489
DUK,2022,4,2022Q4,6379,2023-02-09,Duke Energy,Utilities,Regulated Electric,37053,-4.8498
DVN,2022,4,2022Q4,5274,2023-02-15,Devon Energy,Energy,Oil & Gas Exploration & Production,55875,-22.0363
EFX,2022,4,2022Q4,5618,2023-02-09,Equifax,Industrials,Consulting Services,107087,-10.2725
ELV,2022,4,2022Q4,4983,2023-01-25,Elevance Health,Healthcare,Medical - Healthcare Plans,68364,-3.8786
EME,2022,4,2022Q4,2009,2023-02-25,"EMCOR Group, Inc.",Industrials,Engineering & Construction,64600,-6.4041
ES,2022,4,2022Q4,4294,2023-02-14,Eversource Energy,Utilities,Regulated Electric,52875,-3.4126
ETR,2022,4,2022Q4,6744,2023-02-16,Entergy,Utilities,Regulated Electric,51954,0.1673
EVRG,2022,4,2022Q4,3125,2023-02-24,Evergy,Utilities,Regulated Electric,48652,3.4233
F,2022,4,2022Q4,6764,2023-02-02,Ford Motor Company,Consumer Cyclical,Auto - Manufacturers,52481,-21.9274
FITB,2022,4,2022Q4,5681,2023-01-19,Fifth Third Bancorp,Financial Services,Banks - Regional,52372,10.7274
FRT,2022,4,2022Q4,3578,2023-02-08,Federal Realty Investment Trust,Real Estate,REIT - Retail,43788,-15.2761
FSLR,2022,4,2022Q4,2414,2023-02-28,First Solar,Energy,Solar,57911,24.9024
FTNT,2022,4,2022Q4,3062,2023-02-07,Fortinet,Technology,Software - Infrastructure,59220,17.6088
GIS,2022,4,2022Q4,6795,2022-06-29,General Mills,Consumer Defensive,Packaged Foods,34675,9.536
GM,2022,4,2022Q4,3922,2023-01-31,General Motors,Consumer Cyclical,Auto - Manufacturers,55687,-5.4009
HAS,2022,4,2022Q4,6125,2023-02-16,Hasbro,Consumer Cyclical,Leisure,56230,-8.0336
HLT,2022,4,2022Q4,3279,2023-02-09,Hilton Worldwide,Consumer Cyclical,Travel Lodging,56463,-10.4902
HPQ,2022,4,2022Q4,6448,2022-11-22,HP Inc.,Technology,Computer Hardware,59953,-2.5187
ICE,2022,4,2022Q4,4580,2023-02-02,Intercontinental Exchange,Financial Services,Financial - Data & Stock Exchanges,53862,-11.0173
INCY,2022,4,2022Q4,3369,2023-02-07,Incyte,Healthcare,Biotechnology,50971,-14.3433
IPG,2022,4,2022Q4,5856,2023-02-09,Interpublic Group of Companies (The),Communication Services,Advertising Agencies,49808,-8.2002
JCI,2022,4,2022Q4,4214,2022-11-03,Johnson Controls,Industrials,Construction,52309,10.9263
KDP,2022,4,2022Q4,2484,2023-02-23,Keurig Dr Pepper,Consumer Defensive,Beverages - Non-Alcoholic,49163,-0.3913
KIM,2022,4,2022Q4,4704,2023-02-09,Kimco Realty,Real Estate,REIT - Retail,50987,-18.7274
KLAC,2022,4,2022Q4,5578,2022-07-28,KLA Corporation,Technology,Semiconductors,36860,-3.3813
KO,2022,4,2022Q4,6876,2023-02-14,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,52716,2.0792
L,2022,4,2022Q4,5710,2023-02-05,Loews Corporation,Financial Services,Insurance - Property & Casualty,23748,-6.7887
LIN,2022,4,2022Q4,5866,2023-02-07,Linde plc,Basic Materials,Chemicals - Specialty,46141,5.0455
LMT,2022,4,2022Q4,6894,2023-01-24,Lockheed Martin,Industrials,Aerospace & Defense,56210,8.6612
LNT,2022,4,2022Q4,3469,2023-02-24,Alliant Energy,Utilities,Regulated Electric,34363,3.6422
LULU,2022,4,2022Q4,2303,2023-03-28,Lululemon Athletica,Consumer Cyclical,Apparel - Retail,49408,17.7984
LYB,2022,4,2022Q4,4009,2023-02-03,LyondellBasell,Basic Materials,Chemicals - Specialty,51463,-9.5683
LYV,2022,4,2022Q4,2816,2023-02-23,Live Nation Entertainment,Communication Services,Entertainment,46818,-8.8378
MAA,2022,4,2022Q4,3389,2023-02-02,Mid-America Apartment Communities,Real Estate,REIT - Residential,65885,-13.7438
MCHP,2022,4,2022Q4,4592,2022-05-09,Microchip Technology,Technology,Semiconductors,58840,-9.9518
MET,2022,4,2022Q4,5170,2023-02-02,MetLife,Financial Services,Insurance - Life,50735,-24.5047
MKC,2022,4,2022Q4,4923,2023-01-26,McCormick & Company,Consumer Defensive,Packaged Foods,74408,-9.0151
MLM,2022,4,2022Q4,3790,2023-02-15,Martin Marietta Materials,Basic Materials,Construction Materials,58517,-1.6002
MMC,2022,4,2022Q4,5996,2023-01-26,Marsh McLennan,Financial Services,Insurance - Brokers,51156,-9.2798
MMM,2022,4,2022Q4,6904,2023-01-24,3M,Industrials,Conglomerates,61844,-12.6122
MOS,2022,4,2022Q4,4113,2023-02-23,Mosaic Company (The),Basic Materials,Agricultural Inputs,47033,-13.008
MPWR,2022,4,2022Q4,2676,2023-02-08,Monolithic Power Systems,Technology,Semiconductors,45146,4.838
NSC,2022,4,2022Q4,6953,2023-01-25,Norfolk Southern Railway,Industrials,Railroads,66213,-16.6758
NWS,2022,4,2022Q4,3659,2022-08-08,News Corp (Class B),Communication Services,Entertainment,41084,-7.1104
NWSA,2022,4,2022Q4,3902,2022-08-08,News Corp (Class A),Communication Services,Entertainment,41084,-7.8296
OMC,2022,4,2022Q4,5527,2023-02-07,Omnicom Group,Communication Services,Advertising Agencies,47228,-2.5187
ORCL,2022,4,2022Q4,5914,2022-06-13,Oracle Corporation,Technology,Software - Infrastructure,36406,20.281
PEP,2022,4,2022Q4,6983,2023-02-09,PepsiCo,Consumer Defensive,Beverages - Non-Alcoholic,35251,4.6331
PFE,2022,4,2022Q4,6993,2023-01-31,Pfizer,Healthcare,Drug Manufacturers - General,74326,-7.5086
PHM,2022,4,2022Q4,6135,2023-01-31,PulteGroup,Consumer Cyclical,Residential Construction,55144,5.0587
PLTR,2022,4,2022Q4,2177,2023-02-13,Palantir Technologies,Technology,Software - Infrastructure,38340,8.0158
PSKY,2022,4,2022Q4,5761,2023-02-16,Paramount Skydance Corp,Communication Services,Entertainment,54300,-6.0685
SJM,2022,4,2022Q4,4398,2022-06-07,J.M. Smucker Company (The),Consumer Defensive,Packaged Foods,31185,4.4459
SNA,2022,4,2022Q4,6203,2023-02-02,Snap-on,Industrials,Manufacturing - Tools & Accessories,60882,-7.441
TER,2022,4,2022Q4,2716,2023-01-26,Teradyne,Technology,Semiconductors,48734,-2.0785
TRGP,2022,4,2022Q4,2434,2023-02-22,Targa Resources,Energy,Oil & Gas Midstream,55856,2.7152
TTD,2022,4,2022Q4,2049,2023-02-15,"The Trade Desk, Inc.",Technology,Software - Application,69153,20.3726
UPS,2022,4,2022Q4,5045,2023-01-31,United Parcel Service,Industrials,Integrated Freight & Logistics,56867,4.1758
URI,2022,4,2022Q4,3780,2023-01-26,United Rentals,Industrials,Rental & Leasing Services,55888,9.3763
VRTX,2022,4,2022Q4,3880,2023-02-07,Vertex Pharmaceuticals,Healthcare,Biotechnology,57152,-1.2284
VTR,2022,4,2022Q4,4346,2023-02-10,Ventas,Real Estate,REIT - Healthcare Facilities,48778,-15.1137
VTRS,2022,4,2022Q4,4872,2023-02-27,Viatris,Healthcare,Drug Manufacturers - Specialty & Generic,61402,-13.901
WEC,2022,4,2022Q4,4408,2023-02-02,WEC Energy Group,Utilities,Regulated Electric,48016,-0.6849
WSM,2022,4,2022Q4,2103,2023-03-16,Williams-Sonoma,Consumer Cyclical,Specialty Retail,48275,2.0401
WY,2022,4,2022Q4,6299,2023-01-27,Weyerhaeuser,Real Estate,REIT - Specialty,59372,-10.3715
XOM,2022,4,2022Q4,7084,2023-01-31,ExxonMobil,Energy,Oil & Gas Integrated,56433,-10.5143
ADBE,2023,1,2023Q1,5649,2023-03-15,Adobe Inc.,Technology,Software - Infrastructure,56237,13.1741
AIG,2023,1,2023Q1,6288,2023-05-05,American International Group,Financial Services,Insurance - Diversified,55139,12.4298
AIZ,2023,1,2023Q1,4611,2023-05-03,Assurant,Financial Services,Insurance - Specialty,42245,6.5635
AMGN,2023,1,2023Q1,5875,2023-04-27,Amgen,Healthcare,Drug Manufacturers - General,63454,-9.5615
APA,2023,1,2023Q1,5607,2023-05-04,APA Corporation,Energy,Oil & Gas Exploration & Production,47221,0.6146
APD,2023,1,2023Q1,6094,2023-02-02,Air Products,Basic Materials,Chemicals - Specialty,64373,-13.6391
APH,2023,1,2023Q1,4427,2023-04-26,Amphenol,Technology,"Hardware, Equipment & Parts",48864,5.2885
ARE,2023,1,2023Q1,3308,2023-04-25,Alexandria Real Estate Equities,Real Estate,REIT - Office,71322,0.0
ATO,2023,1,2023Q1,3007,2023-02-08,Atmos Energy,Utilities,Regulated Gas,21148,-8.8794
BAX,2023,1,2023Q1,6477,2023-04-27,Baxter International,Healthcare,Medical - Instruments & Supplies,50975,-8.9193
BEN,2023,1,2023Q1,5506,2023-01-30,Franklin Resources,Financial Services,Asset Management,51793,-11.0677
BLDR,2023,1,2023Q1,2262,2023-05-03,Builders FirstSource,Industrials,Construction,55905,29.2122
BLK,2023,1,2023Q1,4162,2023-04-14,BlackRock,Financial Services,Asset Management,49411,0.2341
BMY,2023,1,2023Q1,6611,2023-04-27,Bristol Myers Squibb,Healthcare,Drug Manufacturers - General,58464,-4.7339
CAT,2023,1,2023Q1,6621,2023-04-27,Caterpillar Inc.,Industrials,Agricultural - Machinery,58535,8.7146
CBRE,2023,1,2023Q1,4673,2023-04-27,CBRE Group,Real Estate,Real Estate - Services,34895,12.8682
CCI,2023,1,2023Q1,4072,2023-04-20,Crown Castle,Real Estate,REIT - Specialty,61070,-14.6387
CDW,2023,1,2023Q1,2886,2023-05-03,CDW,Technology,Information Technology Services,64968,6.1599
CHRW,2023,1,2023Q1,4631,2023-04-26,C.H. Robinson,Industrials,Integrated Freight & Logistics,50912,-2.9946
CINF,2023,1,2023Q1,5535,2023-04-28,Cincinnati Financial,Financial Services,Insurance - Property & Casualty,44696,-0.5405
CLX,2023,1,2023Q1,6530,2022-11-01,Clorox,Consumer Defensive,Household & Personal Products,47800,-0.2045
CMS,2023,1,2023Q1,6641,2023-04-27,CMS Energy,Utilities,Regulated Electric,60241,-1.6688
CNC,2023,1,2023Q1,3538,2023-04-25,Centene Corporation,Healthcare,Medical - Healthcare Plans,66714,0.0443
COP,2023,1,2023Q1,6651,2023-05-04,ConocoPhillips,Energy,Oil & Gas Exploration & Production,29456,9.1893
CPRT,2023,1,2023Q1,3093,2022-11-17,Copart,Consumer Cyclical,Auto - Dealerships,31859,-0.9349
CPT,2023,1,2023Q1,2523,2023-04-28,Camden Property Trust,Real Estate,REIT - Residential,48134,5.0878
CVX,2023,1,2023Q1,6692,2023-04-28,Chevron Corporation,Energy,Oil & Gas Integrated,50743,-5.7622
DD,2023,1,2023Q1,2955,2023-05-02,DuPont,Basic Materials,Chemicals - Specialty,54175,0.7923
DDOG,2023,1,2023Q1,2058,2023-05-04,Datadog,Technology,Software - Application,50865,45.4283
DLR,2023,1,2023Q1,3509,2023-04-27,Digital Realty,Real Estate,REIT - Office,58814,3.5381
DVN,2023,1,2023Q1,5273,2023-05-09,Devon Energy,Energy,Oil & Gas Exploration & Production,58056,-6.4902
DXCM,2023,1,2023Q1,2765,2023-04-27,Dexcom,Healthcare,Medical - Devices,49181,-0.4723
