Year,Return,Volatility,MDD,Trading Days
2017,0.2912007950776865,0.10672283783695898,-0.04833721536593729,234
2018,0.06913941613372265,0.21885657622253898,-0.16639789177486902,251
2019,0.2469377085635791,0.1440289264109253,-0.06313635351193499,252
2020,-0.1268970198602425,0.17278050226335545,-0.22199532890403387,253
2021,0.380595062390475,0.1706559407198091,-0.10720244636363153,252
2022,0.015607546521501314,0.11673117994676196,-0.10627102950707859,251
2023,0.3142768112549956,0.1749053002289289,-0.14538271940885514,250
2024,0.19980469990288907,0.1687834070832037,-0.15094944825233683,252
2025,-0.04117785903248661,0.1511757285355379,-0.1795316298998974,234
