symbol,reaction_date,entry_date,exit_date,entry_price,exit_price,shares,gross_ret,net_ret,invested_cash,exit_reason,regime,ret_pct
MAR,2017-05-09,2017-05-10,2017-06-22,102.34,103.89,172.0,0.015145593120969192,0.013116317080320572,17620.1001001001,scheduled,NORMAL,1.3116317080320572
MCHP,2017-05-09,2017-05-10,2017-06-22,39.95,40.03,440.0,0.0020025031289110373,-4.998748434070777e-07,17595.595595595594,scheduled,NORMAL,-4.9987484340707766e-05
BA,2017-07-26,2017-07-27,2017-09-08,237.13,238.78,78.0,0.006958208577573455,0.004945299118626956,18514.654654654652,scheduled,NORMAL,0.49452991186269557
APD,2017-08-01,2017-08-02,2017-09-14,148.34,150.07,125.0,0.011662397195631558,0.0096400840636377,18561.06106106106,scheduled,NORMAL,0.9640084063637699
HUM,2017-08-02,2017-08-03,2017-09-15,241.83,249.28,76.0,0.03080676508290936,0.028746182359508765,18397.477477477478,scheduled,NORMAL,2.8746182359508765
TDY,2017-08-03,2017-08-04,2017-09-18,148.62,158.25,125.0,0.06479612434396453,0.062667596891401,18596.096096096095,scheduled,NORMAL,6.2667596891401
TSN,2017-08-07,2017-08-08,2017-09-20,66.61,65.78,279.0,-0.01246059150277734,-0.014434682780363417,18602.792792792792,scheduled,NORMAL,-1.4434682780363417
GDDY,2017-08-12,2017-08-15,2017-09-27,42.28,42.93,438.0,0.015373699148533593,0.013343967123935707,18537.17717717718,scheduled,NORMAL,1.3343967123935707
AMAT,2017-08-17,2017-08-18,2017-10-02,44.77,52.08,408.0,0.16327898146079955,0.16095358677685923,18284.444444444445,scheduled,NORMAL,16.095358677685923
PANW,2017-08-31,2017-09-01,2017-10-16,24.13,24.83,780.0,0.029009531703273916,0.026952541649399198,18840.240240240237,scheduled,NORMAL,2.6952541649399198
STZ,2017-10-05,2017-10-06,2017-11-17,209.28,216.29,92.0,0.0334957951070336,0.0314298370126147,19273.033033033033,scheduled,NORMAL,3.1429837012614703
IBKR,2017-10-17,2017-10-18,2017-11-30,12.25,14.27,1589.0,0.16489795918367345,0.16256932816326541,19484.734734734735,scheduled,NORMAL,16.25693281632654
TMUS,2017-10-22,2017-10-24,2017-12-06,61.74,62.12,315.0,0.006154842889536605,0.0041435393586004565,19467.56756756757,scheduled,NORMAL,0.41435393586004565
CAT,2017-10-24,2017-10-25,2017-12-07,137.21,142.89,142.0,0.041396399679323403,0.03931464827636466,19503.323323323322,scheduled,NORMAL,3.931464827636466
HLT,2017-10-26,2017-10-27,2017-12-11,71.8,77.47,273.0,0.07896935933147642,0.07681249958217284,19621.021021021017,scheduled,NORMAL,7.681249958217284
INTC,2017-10-26,2017-10-27,2017-12-11,43.3,43.66,453.0,0.008314087759815125,0.0062984678983835085,19634.534534534534,scheduled,NORMAL,0.6298467898383509
ODFL,2017-10-26,2017-10-27,2017-12-11,39.33,42.87,498.0,0.09000762776506477,0.08782870251716246,19605.945945945947,scheduled,NORMAL,8.782870251716247
WY,2017-10-27,2017-10-30,2017-12-12,35.61,35.63,565.0,0.0005616399887673484,-0.0014384827295703673,20139.789789789793,scheduled,NORMAL,-0.14384827295703673
XYL,2017-10-31,2017-11-01,2017-12-14,67.02,66.7,295.0,-0.004774694121157719,-0.006764149507609618,19790.690690690688,scheduled,NORMAL,-0.6764149507609618
QCOM,2017-11-01,2017-11-02,2017-12-15,53.6,64.76,372.0,0.2082089552238806,0.20579374552238794,19959.15915915916,scheduled,NORMAL,20.579374552238793
AME,2017-11-02,2017-11-03,2017-12-18,65.08494951880243,67.7437744140625,313.0,0.04085160878079752,0.03877094641484469,20391.981180565726,scheduled,NORMAL,3.8770946414844687
MSCI,2017-11-02,2017-11-03,2017-12-18,125.97,127.28,162.0,0.01039930142097334,0.008379513217432688,20427.567567567567,scheduled,NORMAL,0.8379513217432688
DAL,2018-01-11,2018-01-12,2018-02-27,59.11,53.62,363.0,-0.09287768567078336,-0.09469102317712752,21478.40840840841,scheduled,NORMAL,-9.469102317712752
PTC,2018-01-17,2018-01-18,2018-03-02,72.54,75.3,296.0,0.038047973531844415,0.0359729156327544,21493.333333333332,scheduled,NORMAL,3.59729156327544
HAL,2018-01-22,2018-01-23,2018-03-07,56.63,45.83,379.0,-0.19071163694155047,-0.19232940437930424,21484.254254254254,scheduled,NORMAL,-19.232940437930424
MKC,2018-01-25,2018-01-26,2018-03-12,52.38,55.35,404.0,0.05670103092783507,0.05458868556701035,21182.702702702703,scheduled,NORMAL,5.458868556701035
MMM,2018-01-25,2018-01-26,2018-03-12,211.89,200.49,99.0,-0.053801500778705824,-0.055692951578649175,20998.108108108107,scheduled,NORMAL,-5.569295157864918
HON,2018-01-26,2018-01-29,2018-03-13,157.84,145.06,136.0,-0.08096806893056263,-0.08280521376077032,21487.727727727728,scheduled,NORMAL,-8.280521376077033
AVY,2018-01-31,2018-02-01,2018-03-16,119.6,111.63,178.0,-0.06663879598662203,-0.0685045850334447,21310.11011011011,scheduled,NORMAL,-6.85045850334447
AME,2018-02-01,2018-02-02,2018-03-19,73.75069723757508,73.91144561767578,289.0,0.00217961844595016,0.00017626138867687935,21335.286788447644,scheduled,NORMAL,0.017626138867687935
ETN,2018-02-01,2018-02-02,2018-03-19,87.12,80.46,244.0,-0.07644628099173567,-0.07829246487603325,21278.55855855856,scheduled,NORMAL,-7.829246487603325
A,2018-02-14,2018-02-15,2018-04-02,74.94,64.43,231.0,-0.1402455297571389,-0.1419641789431545,17328.46846846847,scheduled,NORMAL,-14.196417894315449
AXON,2018-02-27,2018-02-28,2018-04-12,32.01,43.1,589.0,0.3464542330521714,0.3437626710402999,18872.762762762763,scheduled,NORMAL,34.37626710402999
BKNG,2018-02-27,2018-02-28,2018-04-12,2051.0,2085.81,9.0,0.0169722086786932,0.014939281233544488,18477.477477477478,scheduled,NORMAL,1.4939281233544488
AMD,2018-04-25,2018-04-26,2018-06-08,10.87,15.25,1875.0,0.4029438822447102,0.400139397424103,20401.651651651653,scheduled,NORMAL,40.0139397424103
BA,2018-04-25,2018-04-26,2018-06-08,344.01,369.5,59.0,0.07409668323595242,0.07194956396616359,20316.90690690691,scheduled,NORMAL,7.194956396616359
BSX,2018-04-25,2018-04-26,2018-06-08,29.57,31.95,689.0,0.08048698004734534,0.07832708657423071,20394.124124124122,scheduled,NORMAL,7.832708657423071
CMG,2018-04-25,2018-04-26,2018-06-08,7.77,9.07,2623.0,0.16731016731016735,0.16497671428571437,20401.11111111111,scheduled,NORMAL,16.497671428571437
TT,2018-04-25,2018-04-26,2018-06-08,66.19,70.36,307.0,0.06300045324067072,0.06087551533464275,20340.67067067067,scheduled,NORMAL,6.087551533464275
COP,2018-04-26,2018-04-27,2018-06-11,66.43,70.49,310.0,0.06111696522655419,0.058995792413066184,20613.913913913915,scheduled,NORMAL,5.899579241306618
DLR,2018-04-26,2018-04-27,2018-06-11,102.51,109.29,201.0,0.06613988879133736,0.0640086751536435,20625.135135135137,scheduled,NORMAL,6.40086751536435
MSFT,2018-04-26,2018-04-27,2018-06-11,97.6,101.05,211.0,0.035348360655737654,0.03327869928278693,20614.21421421421,scheduled,NORMAL,3.3278699282786928
FIS,2018-05-01,2018-05-02,2018-06-14,99.76,107.72,207.0,0.07979149959903764,0.07763299639133914,20670.99099099099,scheduled,NORMAL,7.763299639133914
ADP,2018-05-02,2018-05-03,2018-06-15,121.67,139.57,165.0,0.1471192570066573,0.14482616561190098,20095.645645645644,scheduled,NORMAL,14.482616561190099
DVN,2018-05-02,2018-05-03,2018-06-15,37.96,40.25,531.0,0.06032665964172801,0.058207066649104355,20176.936936936938,scheduled,NORMAL,5.8207066649104355
LYV,2018-05-03,2018-05-04,2018-06-18,46.16,46.97,456.0,0.017547660311958424,0.015513582538994708,21070.03003003003,scheduled,NORMAL,1.5513582538994708
JNJ,2018-07-17,2018-07-18,2018-08-29,128.81,134.86,189.0,0.04696840307429562,0.044875513236549924,24369.45945945946,scheduled,NORMAL,4.487551323654992
UAL,2018-07-18,2018-07-19,2018-08-30,80.0,86.92,305.0,0.08650000000000002,0.08432808650000001,24424.424424424426,scheduled,NORMAL,8.432808650000002
SNA,2018-07-19,2018-07-20,2018-08-31,172.58,176.78,141.0,0.024336539575848803,0.022288890833236596,24358.13813813814,scheduled,NORMAL,2.2288890833236596
HUBB,2018-07-24,2018-07-25,2018-09-06,120.51,127.75,202.0,0.060078001825574656,0.05795890589992525,24367.38738738739,scheduled,NORMAL,5.795890589992525
APH,2018-07-25,2018-07-26,2018-09-07,23.39,23.84,1042.0,0.019238991021804264,0.01720153227875154,24396.776776776776,scheduled,NORMAL,1.7201532278751541
IEX,2018-07-25,2018-07-26,2018-09-07,150.0,152.35,162.0,0.015666666666666718,0.013636348999999992,24324.324324324323,scheduled,NORMAL,1.3636348999999992
NSC,2018-07-25,2018-07-26,2018-09-07,170.5,177.1,142.0,0.038709677419354716,0.03663329677419358,24235.235235235235,scheduled,NORMAL,3.663329677419358
TT,2018-07-25,2018-07-26,2018-09-07,74.72,77.8,326.0,0.04122055674518199,0.039139156852248336,24383.103103103105,scheduled,NORMAL,3.9139156852248336
PSX,2018-07-27,2018-07-30,2018-09-11,119.57,112.55,205.0,-0.05871037885757291,-0.060592016810236626,24536.386386386384,scheduled,NORMAL,-6.059201681023662
AME,2018-07-31,2018-08-01,2018-09-13,74.03004150977429,76.86563110351562,344.0,0.03830322847201084,0.036227660318295385,25491.826105467822,scheduled,NORMAL,3.6227660318295385
ETN,2018-07-31,2018-08-01,2018-09-13,83.22,86.7,306.0,0.04181687094448461,0.03973427901946658,25490.81081081081,scheduled,NORMAL,3.973427901946658
JCI,2018-07-31,2018-08-01,2018-09-13,36.95,37.94,690.0,0.026792963464140618,0.02474040433017577,25521.021021021024,scheduled,NORMAL,2.474040433017577
AXP,2018-10-18,2018-10-19,2018-12-03,104.06,112.36,247.0,0.079761675956179,0.0776032323659428,25728.548548548548,scheduled,NORMAL,7.76032323659428
PYPL,2018-10-18,2018-10-19,2018-12-03,83.75,87.98,307.0,0.05050746268656714,0.04840749826865687,25736.986986986987,scheduled,NORMAL,4.840749826865687
NSC,2018-10-24,2018-10-25,2018-12-10,165.55,155.88,61.0,-0.058411356085774746,-0.06029359178495941,10108.65865865866,scheduled,RISK_OFF,-6.029359178495941
EME,2018-10-25,2018-10-26,2018-12-11,68.66,64.79,152.0,-0.05636469560151458,-0.05825102257500703,10446.766766766767,scheduled,RISK_OFF,-5.825102257500703
ROP,2018-10-26,2018-10-29,2018-12-12,289.33,284.35,35.0,-0.017212179863823174,-0.019176772716275492,10136.686686686686,scheduled,RISK_OFF,-1.9176772716275492
AKAM,2018-10-29,2018-10-30,2018-12-13,69.97,67.25,147.0,-0.03887380305845356,-0.0407950943261397,10295.885885885886,scheduled,RISK_OFF,-4.07950943261397
OKE,2018-10-31,2018-11-01,2018-12-17,65.92,58.6,547.0,-0.11104368932038833,-0.11282071298543672,36094.33433433433,scheduled,NORMAL,-11.282071298543672
EPAM,2018-11-01,2018-11-02,2018-12-18,128.42,117.44,281.0,-0.0855007008254165,-0.0873287849244665,36122.14214214214,scheduled,NORMAL,-8.73287849244665
GNRC,2018-11-01,2018-11-02,2018-12-18,54.43,51.43,663.0,-0.055116663604629745,-0.05700548539408412,36123.21321321321,scheduled,NORMAL,-5.7005485394084126
DXCM,2018-11-07,2018-11-08,2018-12-24,35.9,26.99,1052.0,-0.2481894150417827,-0.24969228440111413,37804.6046046046,scheduled,NORMAL,-24.96922844011141
WDAY,2018-11-29,2018-11-30,2019-01-16,155.15,165.34,219.0,0.06567837576538826,0.06354808469223339,34011.861861861864,scheduled,NORMAL,6.354808469223339
UNH,2019-01-15,2019-01-16,2019-03-01,258.73,246.15,89.0,-0.048622115719089476,-0.05052392010976692,23050.02002002002,scheduled,NORMAL,-5.052392010976692
HCA,2019-01-29,2019-01-30,2019-03-14,138.23,131.77,167.0,-0.04673370469507332,-0.048639284019387996,23107.517517517517,scheduled,NORMAL,-4.8639284019388
LHX,2019-01-29,2019-01-30,2019-03-14,155.82,160.44,148.0,0.029649595687331498,0.027591326145552486,23084.444444444445,scheduled,NORMAL,2.7591326145552486
META,2019-01-30,2019-01-31,2019-03-15,165.6,165.98,140.0,0.002294685990338108,0.0002910989130433528,23207.207207207208,scheduled,NORMAL,0.029109891304335278
COP,2019-01-31,2019-02-01,2019-03-18,68.34,67.61,341.0,-0.010681884694176191,-0.01265953160667277,23327.26726726727,scheduled,NORMAL,-1.265953160667277
DECK,2019-01-31,2019-02-01,2019-03-18,24.17,24.1,964.0,-0.002896152254861395,-0.004889362846503875,23323.203203203204,scheduled,NORMAL,-0.4889362846503875
UPS,2019-01-31,2019-02-01,2019-03-18,105.72,110.69,220.0,0.047010972379871285,0.044917997446083824,23281.681681681683,scheduled,NORMAL,4.491799744608382
AZO,2019-02-26,2019-02-27,2019-04-10,900.0,1060.17,26.0,0.17796666666666683,0.1756119113000001,23423.423423423425,scheduled,NORMAL,17.561191130000008
CSGP,2019-02-26,2019-02-27,2019-04-10,44.5,47.87,537.0,0.07573033707865173,0.07357995213483126,23920.42042042042,scheduled,NORMAL,7.357995213483126
LULU,2019-03-27,2019-03-28,2019-05-10,169.15,173.68,136.0,0.02678096364173821,0.02472842849541812,23027.42742742743,scheduled,NORMAL,2.472842849541812
DHR,2019-04-18,2019-04-22,2019-06-04,111.27,117.4,216.0,0.05509121955603491,0.05298209220814254,24058.378378378377,scheduled,NORMAL,5.298209220814254
EBAY,2019-04-23,2019-04-24,2019-06-06,38.0,36.81,634.0,-0.031315789473684186,-0.033252189210526195,24116.116116116114,scheduled,NORMAL,-3.3252189210526195
NOW,2019-04-24,2019-04-25,2019-06-07,261.02,274.55,92.0,0.05183510842081085,0.04973249003907765,24037.877877877876,scheduled,NORMAL,4.973249003907765
COF,2019-04-25,2019-04-26,2019-06-10,90.7,90.43,266.0,-0.0029768467475193017,-0.004969896030871057,24150.350350350353,scheduled,NORMAL,-0.4969896030871057
CTRA,2019-04-26,2019-04-29,2019-06-11,26.8,23.99,913.0,-0.10485074626865676,-0.10664014962686585,24492.892892892894,scheduled,NORMAL,-10.664014962686586
FIS,2019-04-30,2019-05-01,2019-06-13,115.77,120.84,210.0,0.04379372894532274,0.04170718528116102,24336.036036036036,scheduled,NORMAL,4.170718528116102
MA,2019-04-30,2019-05-01,2019-06-13,254.9,261.2,95.0,0.02471557473519015,0.02266716830129467,24239.73973973974,scheduled,NORMAL,2.266716830129467
JCI,2019-05-01,2019-05-02,2019-06-14,39.25,39.95,612.0,0.017834394904458595,0.01579974394904471,24045.045045045044,scheduled,NORMAL,1.579974394904471
LHX,2019-05-01,2019-05-02,2019-06-14,178.71,190.6,134.0,0.06653237088019681,0.06440037267080734,23971.11111111111,scheduled,NORMAL,6.440037267080734
STE,2019-05-14,2019-05-15,2019-06-27,130.8,146.54,183.0,0.12033639143730879,0.11809683899082568,23960.360360360362,scheduled,NORMAL,11.809683899082568
ADBE,2019-06-18,2019-06-19,2019-08-01,287.0,298.44,85.0,0.03986062717770045,0.03778194578397209,24419.41941941942,scheduled,NORMAL,3.7781945783972093
JBL,2019-06-18,2019-06-19,2019-08-01,28.8,30.09,852.0,0.04479166666666656,0.04270312812499988,24562.162162162163,scheduled,NORMAL,4.270312812499988
CMG,2019-07-23,2019-07-24,2019-09-05,15.21,16.76,1658.0,0.10190664036817898,0.09970392899408287,25243.423423423425,scheduled,NORMAL,9.970392899408287
LMT,2019-07-24,2019-07-25,2019-09-06,368.76,386.56,68.0,0.04826987742705291,0.046174385942076235,25100.78078078078,scheduled,NORMAL,4.6174385942076235
ESS,2019-07-25,2019-07-26,2019-09-09,299.4,325.67,84.0,0.08774215096860405,0.08556775440881781,25174.774774774774,scheduled,NORMAL,8.55677544088178
IR,2019-07-30,2019-07-31,2019-09-12,33.07,30.74,771.0,-0.0704566071968552,-0.07231476443906881,25522.492492492493,scheduled,NORMAL,-7.231476443906882
GRMN,2019-07-31,2019-08-01,2019-09-13,78.32,85.34,323.0,0.0896322778345251,0.08745410291113398,25322.68268268268,scheduled,NORMAL,8.745410291113398
LHX,2019-07-31,2019-08-01,2019-09-13,202.23,207.45,125.0,0.02581219403649304,0.02376159546061407,25304.054054054053,scheduled,NORMAL,2.376159546061407
WMB,2019-08-01,2019-08-02,2019-09-16,25.59,24.99,971.0,-0.023446658851113744,-0.02539878898007042,24872.762762762763,scheduled,NORMAL,-2.539878898007042
NVDA,2019-08-16,2019-08-19,2019-10-01,4.1,4.35,5999.0,0.060975609756097615,0.05885471951219534,24620.520520520517,scheduled,NORMAL,5.885471951219534
MDT,2019-08-20,2019-08-21,2019-10-03,106.61,106.93,235.0,0.0030015945971297864,0.0009965944095302604,25078.428428428426,scheduled,NORMAL,0.09965944095302604
DG,2019-08-29,2019-08-30,2019-10-14,156.62,161.21,163.0,0.029306601966543333,0.027249018069211983,25554.614614614617,scheduled,NORMAL,2.7249018069211983
MKC,2019-10-01,2019-10-02,2019-11-13,82.83,81.83,321.0,-0.012072920439454293,-0.014047786671495754,26615.045045045044,scheduled,NORMAL,-1.4047786671495754
ISRG,2019-10-17,2019-10-18,2019-12-02,182.33,195.79,144.0,0.07382219053364758,0.07167561997477101,26281.8018018018,scheduled,NORMAL,7.167561997477101
PG,2019-10-22,2019-10-23,2019-12-05,121.99,124.62,215.0,0.021559144192146995,0.019517047462906723,26254.104104104103,scheduled,NORMAL,1.9517047462906723
FFIV,2019-10-23,2019-10-24,2019-12-06,150.0,138.0,175.0,-0.07999999999999996,-0.08183908000000006,26276.276276276276,scheduled,NORMAL,-8.183908000000006
MSFT,2019-10-23,2019-10-24,2019-12-06,139.39,151.75,188.0,0.08867207116722864,0.08649581569696552,26231.551551551547,scheduled,NORMAL,8.64958156969655
PTC,2019-10-23,2019-10-24,2019-12-06,77.0,75.71,341.0,-0.016753246753246853,-0.018718757012987086,26283.283283283283,scheduled,NORMAL,-1.8718757012987086
RTX,2019-10-24,2019-10-25,2019-12-09,84.55,86.24,308.0,0.019988172678888194,0.01794921632170321,26067.467467467464,scheduled,NORMAL,1.794921632170321
AAPL,2019-10-30,2019-10-31,2019-12-13,61.81,68.79,423.0,0.11292671088820594,0.11070197039314023,26171.8018018018,scheduled,NORMAL,11.070197039314023
BXP,2019-10-30,2019-10-31,2019-12-13,138.38,135.11,189.0,-0.02363058245411176,-0.02558234491978617,26180.0,scheduled,NORMAL,-2.558234491978617
FTNT,2019-11-01,2019-11-04,2019-12-17,18.15,21.27,1456.0,0.17190082644628113,0.1695581966942148,26452.85285285285,scheduled,NORMAL,16.95581966942148
AXON,2019-11-07,2019-11-08,2019-12-23,61.94,72.24,450.0,0.16628995802389412,0.163958544397804,27900.900900900902,scheduled,NORMAL,16.3958544397804
AMAT,2019-11-14,2019-11-15,2019-12-31,60.33,61.04,474.0,0.011768606000331472,0.009746080556936931,28625.045045045044,scheduled,NORMAL,0.9746080556936931
UNH,2020-01-15,2020-01-16,2020-03-02,298.0,273.11,96.0,-0.08352348993288583,-0.08535552647651012,28636.63663663664,scheduled,NORMAL,-8.535552647651013
CHTR,2020-01-31,2020-02-03,2020-03-17,522.840027,393.019989,54.0,-0.2482978182540717,-0.24980047091538193,28261.62308108108,scheduled,NORMAL,-24.980047091538193
VRTX,2020-01-31,2020-02-03,2020-03-17,230.76,210.44,122.0,-0.0880568556075576,-0.08987982995319799,28180.9009009009,scheduled,NORMAL,-8.987982995319799
FIS,2020-02-13,2020-02-14,2020-03-30,154.35,125.29,187.0,-0.18827340459993513,-0.18989604606414012,28892.342342342345,scheduled,NORMAL,-18.989604606414012
GDDY,2020-02-13,2020-02-14,2020-03-30,75.13,59.16,385.0,-0.21256488752828429,-0.21413897031811535,28954.004004004004,scheduled,NORMAL,-21.413897031811537
KIM,2020-05-08,2020-05-11,2020-06-23,10.58,13.05,1165.0,0.23345935727788292,0.23099367202268417,12338.03803803804,scheduled,RISK_OFF,23.099367202268418
LMT,2020-07-21,2020-07-22,2020-09-02,376.71,398.07,33.0,0.05670144142709255,0.054589095245679786,12443.873873873872,scheduled,RISK_OFF,5.458909524567979
ARE,2020-07-27,2020-07-28,2020-09-09,172.24,162.88,73.0,-0.05434277751973993,-0.056233146307478,12586.106106106106,scheduled,RISK_OFF,-5.6233146307477995
CSGP,2020-07-28,2020-07-29,2020-09-10,93.9,79.28,133.0,-0.15569755058572954,-0.15738531118210863,12501.201201201202,scheduled,RISK_OFF,-15.738531118210863
HOLX,2020-07-29,2020-07-30,2020-09-11,69.52,62.04,181.0,-0.10759493670886067,-0.10937885443037976,12595.715715715714,scheduled,RISK_OFF,-10.937885443037976
QCOM,2020-07-29,2020-07-30,2020-09-11,102.42,113.42,123.0,0.10740089826205823,0.10518720386643232,12610.27027027027,scheduled,RISK_OFF,10.518720386643231
EA,2020-07-30,2020-07-31,2020-09-14,142.04,126.18,89.0,-0.11165868769360732,-0.11343448197690786,12654.214214214213,scheduled,RISK_OFF,-11.343448197690787
AMAT,2020-11-12,2020-11-13,2020-12-29,72.27,84.27,169.0,0.1660440016604401,0.1637130797011208,12225.855855855854,scheduled,RISK_OFF,16.37130797011208
TGT,2020-11-18,2020-11-19,2021-01-05,168.71,180.37,72.0,0.06911267856084402,0.0669755223164008,12159.27927927928,scheduled,RISK_OFF,6.69755223164008
GOOG,2021-02-02,2021-02-03,2021-03-18,103.65,101.81,120.0,-0.01775205016883752,-0.019715563820549842,12450.450450450451,scheduled,RISK_OFF,-1.9715563820549842
GOOGL,2021-02-02,2021-02-03,2021-03-18,103.28,101.07,121.0,-0.02139814097598769,-0.02335436609217678,12509.389389389391,scheduled,RISK_OFF,-2.335436609217678
COR,2021-02-04,2021-02-05,2021-03-22,112.2,116.35,245.0,0.03698752228163982,0.03491458422459903,27516.516516516516,scheduled,NORMAL,3.4914584224599032
SNA,2021-02-04,2021-02-05,2021-03-22,190.0,220.05,144.0,0.15815789473684227,0.15584273710526308,27387.38738738739,scheduled,NORMAL,15.584273710526308
LIN,2021-02-05,2021-02-08,2021-03-23,241.8294512745226,251.080078125,113.0,0.03825268924741576,0.03617722212161034,27354.08207609715,scheduled,NORMAL,3.617722212161034
J,2021-02-09,2021-02-10,2021-03-25,92.97,104.35,293.0,0.12240507690652902,0.12016138915779284,27267.477477477478,scheduled,NORMAL,12.016138915779283
ISRG,2021-04-20,2021-04-21,2021-06-03,280.31,272.22,94.0,-0.02886090399914376,-0.03080221105204939,26375.515515515515,scheduled,NORMAL,-3.080221105204939
JNJ,2021-04-20,2021-04-21,2021-06-03,166.37,166.04,159.0,-0.0019835306846186507,-0.003978565606780227,26479.309309309312,scheduled,NORMAL,-0.39785656067802266
NUE,2021-04-22,2021-04-23,2021-06-07,76.89,107.37,346.0,0.39641045649629336,0.3936190319937576,26630.57057057057,scheduled,NORMAL,39.36190319937576
POOL,2021-04-22,2021-04-23,2021-06-07,411.28,435.55,64.0,0.059010892822408234,0.05689393004765608,26348.268268268268,scheduled,NORMAL,5.689393004765608
STX,2021-04-22,2021-04-23,2021-06-07,83.49,98.65,318.0,0.1815786321715176,0.17921665648580665,26576.396396396398,scheduled,NORMAL,17.921665648580664
GOOGL,2021-04-27,2021-04-28,2021-06-10,119.62,121.76,228.0,0.01788998495234906,0.015855222872429353,27300.660660660662,scheduled,NORMAL,1.5855222872429353
MDLZ,2021-04-27,2021-04-28,2021-06-10,60.44,63.63,452.0,0.05277961614824633,0.05067510969556599,27346.226226226223,scheduled,NORMAL,5.067510969556599
MMC,2021-04-27,2021-04-28,2021-06-10,132.94,138.49,205.0,0.0417481570633369,0.03966570249736723,27279.97997997998,scheduled,NORMAL,3.966570249736723
EQIX,2021-04-29,2021-04-30,2021-06-14,642.1061460388456,754.6187133789062,43.0,0.17522424919018587,0.1728749759160546,27638.202482152516,scheduled,NORMAL,17.28749759160546
FTNT,2021-04-29,2021-04-30,2021-06-14,39.63,46.29,710.0,0.16805450416351242,0.16571956320968972,28165.46546546547,scheduled,NORMAL,16.571956320968972
AMCR,2021-05-04,2021-05-05,2021-06-17,12.1,11.54,2295.0,-0.046280991735537236,-0.04818747603305784,27797.297297297297,scheduled,NORMAL,-4.818747603305784
CRL,2021-05-04,2021-05-05,2021-06-17,343.18,357.78,80.0,0.042543271752433,0.04045922775219979,27481.881881881884,scheduled,NORMAL,4.045922775219979
STT,2021-07-16,2021-07-19,2021-08-30,82.23,92.51,188.0,0.1250152012647452,0.12276629587741694,15474.714714714717,scheduled,NORMAL,12.276629587741695
CMG,2021-07-20,2021-07-21,2021-09-01,33.14,37.97,977.0,0.1457453228726613,0.14345497797223916,32410.190190190187,scheduled,NORMAL,14.345497797223917
MMC,2021-07-22,2021-07-23,2021-09-03,146.65,159.5,222.0,0.08762359359018057,0.08544943402659388,32588.88888888889,scheduled,NORMAL,8.544943402659388
FISV,2021-07-27,2021-07-28,2021-09-09,115.14,115.01,285.0,-0.001129060274448479,-0.0031258032829599713,32847.74774774775,scheduled,NORMAL,-0.31258032829599713
PNR,2021-07-27,2021-07-28,2021-09-09,72.39,76.2,454.0,0.05263157894736836,0.050527368421052765,32897.95795795796,scheduled,NORMAL,5.0527368421052765
BG,2021-07-28,2021-07-29,2021-09-10,79.28,76.14,410.0,-0.039606458123107924,-0.04152628481331988,32537.337337337336,scheduled,NORMAL,-4.152628481331988
BMY,2021-07-28,2021-07-29,2021-09-10,69.0,63.13,471.0,-0.08507246376811595,-0.08690140391304357,32531.53153153153,scheduled,NORMAL,-8.690140391304357
