date,open,high,low,close,volume
2016-01-04,73.30793076010603,73.30793076010603,71.11692168104912,72.02654266357422,1895500
2016-01-05,72.04234555058592,72.37455517519591,70.49993337685856,70.97452545166016,2428600
2016-01-06,69.5428790439862,70.13611335209852,68.74399452070614,69.22648620605469,2547700
2016-01-07,67.49422414649815,68.01626702956351,66.84562175560517,67.01963806152344,2606600
2016-01-08,67.37559986941608,67.62080145891453,66.30777929309731,66.45806121826172,2159100
2016-01-11,66.73491511540493,66.73491511540493,64.71000432538702,65.80155944824219,4311200
2016-01-12,66.51341309710537,66.85353426699001,65.3111278190772,66.276123046875,2132700
2016-01-13,66.82980775395606,67.13828905225589,65.05010517083076,65.23994445800781,3002500
2016-01-14,65.51681518554688,66.42644256413588,64.71792442333987,65.51681518554688,2530200
2016-01-15,63.887363905921724,64.85235914167949,63.77662734129609,64.26703643798828,2556000
2016-01-19,64.81280359524058,65.08964496314347,63.82408011366657,64.61505889892578,2432400
2016-01-20,63.49979807389976,64.98684257130608,62.605993907143755,64.3382339477539,2990600
2016-01-21,64.72578857803683,65.26365433632776,63.737065201376204,64.58341217041016,3716000
2016-01-22,65.46141781522165,65.81735591918601,64.47269415455364,64.98683166503906,2039500
2016-01-25,66.48179341723463,66.48179341723463,64.02975346621666,64.10885620117188,1654600
2016-01-26,64.92355913708346,66.71116736979347,64.78909415257438,66.68743896484375,2525800
2016-01-27,69.21065589518746,69.60614535744568,66.93263876506865,68.19029235839844,3423800
2016-01-28,68.90219668679927,70.21521898440024,68.5067070977508,70.20731353759766,3301700
2016-01-29,70.60278582155532,71.24347686767578,70.15983348680012,71.24347686767578,3257900
2016-02-01,69.98581145170441,71.4095697639104,69.93834861701474,71.12481689453125,2481100
2016-02-02,70.6344385219589,70.95082534530547,69.76435665368035,70.08074951171875,3340400
2016-02-03,70.99826304589857,71.18809627959772,69.60613858449554,71.17227935791016,2023900
2016-02-04,70.84799887354916,73.3316728043152,70.80844750404285,72.34294891357422,1751200
2016-02-05,71.9790800508345,72.27174441693622,71.14064434617836,71.51240539550781,1866400
2016-02-08,70.65814247615018,71.6389545653971,70.13609353585906,71.39375305175781,2372600
2016-02-09,70.77680290275488,72.01072819992926,70.59487507921956,71.47286224365234,1373800
2016-02-10,71.68642193730986,72.65932872647036,71.26720404841709,71.52031707763672,1682000
2016-02-11,70.34174971778206,71.48076119848368,69.85925213413428,70.8717041015625,1779000
2016-02-12,71.53615737877413,72.84917965032223,71.23558143485829,72.67516326904297,1587300
2016-02-16,73.56896413121767,74.12264705987477,72.51696053207786,73.9881820678711,2250300
2016-02-17,74.35203567724439,75.30911966765017,74.185930789788,75.087646484375,2767700
2016-02-18,75.22211092911573,75.81534525195528,74.9531809327471,75.5938720703125,1668600
2016-02-19,75.25374395336185,75.84697822209321,74.60514139426985,75.82324981689453,2579600
2016-02-22,76.13170195785786,76.99386586779495,76.1000620848296,76.27407836914062,1640700
2016-02-23,76.08426302242876,76.37692135592091,74.8898831827217,74.94525146484375,1558400
2016-02-24,74.05146791273347,74.79498418722282,73.55314720139212,74.51814270019531,2790200
2016-02-25,74.85826123468662,75.2221108950337,74.32830668818274,75.127197265625,1583000
2016-02-26,75.53850433166849,75.72043218061118,74.9531814851996,75.087646484375,1276500
2016-02-29,75.24583354936443,75.67296295312161,74.54977416992188,74.54977416992188,1566700
2016-03-01,75.2458155672255,76.81986781824676,74.9136058997024,76.598388671875,1201500
2016-03-02,76.25035780761863,76.78822363498611,76.0130617528694,76.74076080322266,1122800
