date,open,high,low,close,volume
2016-01-04,26.627130703625287,26.82034892680125,26.203531563968003,26.46363639831543,4719500
2016-01-05,26.426487528078408,26.768336785651123,25.980594603727,26.67172622680664,2230400
2016-01-06,26.508230001601337,26.80549193020499,26.411622284470024,26.708881378173828,1817300
2016-01-07,26.448779086396353,26.931829007443955,26.396758674578898,26.87237548828125,3259500
2016-01-08,26.872369899996684,27.043294479694847,26.746035450397745,26.82777976989746,3013300
2016-01-11,26.864947662649136,27.065596220848434,26.627139234138777,26.81292724609375,2693000
2016-01-12,26.924396701281093,26.95412346174702,26.38189607982756,26.686588287353516,2842200
2016-01-13,26.708887395901506,27.10275996527899,26.708887395901506,26.850088119506836,3279800
2016-01-14,26.827781937679003,27.4594627414135,26.68658409997103,27.281105041503906,3524300
2016-01-15,26.931822715300527,27.30339861855584,26.6568545057642,26.894662857055664,3100200
2016-01-19,27.12504752852203,27.481760142133787,26.96155318419586,27.400012969970703,3974800
2016-01-20,27.2513748077647,27.385142356900044,26.374458302731732,26.723737716674805,2757800
2016-01-21,26.768327844686286,26.95411579238547,26.456202618404124,26.723737716674805,2561300
2016-01-22,26.916962278947608,27.229084711021578,26.612270118394672,27.162200927734375,2481300
2016-01-25,27.229089785184794,27.24395316589614,26.902103914235198,27.035871505737305,1767200
2016-01-26,27.117611426473694,27.68983583880322,27.08045156718801,27.407440185546875,3403700
2016-01-27,27.392583008810583,27.942513897958662,27.30340556311898,27.771589279174805,3451200
2016-01-28,27.756718681605214,28.470146566327823,27.52634343723049,28.143157958984375,2913200
2016-01-29,28.418130556366794,29.05723882373706,28.269499605971546,28.893747329711914,4505500
2016-02-01,28.886308557551583,29.309904840413747,28.73024736594953,29.124116897583008,2994000
2016-02-02,29.191008116051076,29.436249623892117,28.96063282251528,29.32477569580078,3344100
2016-02-03,29.796664657105467,29.796664657105467,29.36971417237672,29.5419921875,4764300
2016-02-04,28.1412969633538,29.78168562995378,28.1412969633538,29.407167434692383,4005900
2016-02-05,29.257362873810532,29.961456062637556,28.93527699254941,29.871572494506836,2587000
2016-02-08,29.938995053658854,30.39590785571763,29.504552436177395,29.84161949157715,3816200
2016-02-09,29.834128766440756,30.118760613495464,29.6094155034479,29.86408805847168,3210800
2016-02-10,29.774196804756198,30.058831435902878,29.18245736488579,29.571956634521484,3428700
2016-02-11,29.549486279468766,29.66933198807171,29.272343614077034,29.41465950012207,2564400
2016-02-12,29.459598084812697,29.691797501499074,29.10005815813364,29.3547306060791,3454400
2016-02-16,29.46709187889026,29.46709187889026,28.935276724468928,29.347246170043945,2848400
2016-02-17,29.354731563522176,29.422144944804945,29.062607863745747,29.21241569519043,2593300
2016-02-18,29.19744319758033,29.849104169719062,29.08508943402403,29.721769332885742,2287700
2016-02-19,29.699292550846657,29.804157183131604,29.414657936539705,29.512033462524414,3560600
2016-02-22,29.564472349498388,29.841615061754332,29.482077875148565,29.721769332885742,1925300
2016-02-23,29.64686358194932,29.95396840717724,29.362228935506018,29.909025192260742,2412400
2016-02-24,29.91651410977204,30.17118661132336,29.774198216126127,30.111265182495117,2925200
2016-02-25,30.253575424896905,30.553191085112857,30.051335282853145,30.403383255004883,2129900
2016-02-26,30.193663285296413,30.31350901474015,29.5120401633325,29.586942672729492,2691800
2016-02-29,29.519515607687243,29.879052629600185,29.45959419937488,29.631872177124023,2828400
2016-03-01,29.744232341952596,29.879059111587658,29.279830611735637,29.5419921875,2551300
2016-03-02,29.40716551929796,29.55697335911441,28.70307238671159,29.549484252929688,2309700
2016-03-03,29.45960495440122,29.744236748153433,29.047632620962208,29.72925567626953,3340700
2016-03-04,29.52701758560163,30.320997307665202,29.414663824526382,30.253583908081055,3595000
2016-03-07,30.320992313544213,30.418367842982196,30.05883072353468,30.380916595458984,2454300
2016-03-08,30.35845238924828,30.800384096168,30.253587722750023,30.620616912841797,3552000
2016-03-09,30.45582150431288,30.822850616762526,30.45582150431288,30.635591506958008,2924000
2016-03-10,30.6505641422508,30.83033411217414,30.433345785999634,30.71797752380371,3162100
2016-03-11,30.800379430039968,30.950187298348446,30.553198876076287,30.703006744384766,2685400
2016-03-14,30.703003583304053,30.845319472003645,30.485782339488516,30.680530548095703,1947400
2016-03-15,30.60563103397602,30.845322479019558,30.60563103397602,30.762928009033203,2011500
