cost_bps,total_return,cagr,sharpe,sortino,max_drawdown,calmar,win_rate,n_trades,exposure_avg
0,1.1831556504002663,0.09228327147560011,1.119822346989883,1.7351025819466694,-0.11235011973404951,0.8213900589874689,0.6645161290322581,310,0.347318480907411
10,1.0739351914663544,0.08596377053380633,1.0500640737100613,1.6231028630932762,-0.11247671669534165,0.7642805823239914,0.6591639871382636,311,0.3472033353660489
20,0.9701540657551793,0.07967929354417436,0.9800097805426352,1.5112430128451424,-0.11260300717461535,0.7076124833914458,0.6366559485530546,311,0.3470880845929619
30,0.8715336150681865,0.07342907077471827,0.9096779097046656,1.399499120019396,-0.11272899079609366,0.6513769905696944,0.6237942122186495,311,0.3469727181063222
50,0.6887336761586644,0.06102830264683723,0.7682553856848777,1.176550414383362,-0.1129800359604124,0.5401689079672556,0.6045016077170418,311,0.3467364854362466
