date,nav
2017-02-01,100095.61805611222
2017-02-02,100079.95805611223
2017-02-03,100629.77703406813
2017-02-06,100825.36703406813
2017-02-07,100809.70703406814
2017-02-08,100774.81703406814
2017-02-09,100948.52703406813
2017-02-10,100929.14703406813
2017-02-13,100947.48703406814
2017-02-14,101042.34703406814
2017-02-15,101144.70703406814
2017-02-16,101173.11703406814
2017-02-17,101295.81230460922
2017-02-21,101590.05230460921
2017-02-22,101595.66230460923
2017-02-23,101556.66230460921
2017-02-24,101719.58230460921
2017-02-27,101723.27230460921
2017-02-28,101678.52230460921
2017-03-01,102227.77230460921
2017-03-02,102010.88230460923
2017-03-03,102081.73230460922
2017-03-06,101920.86230460921
2017-03-07,101992.99230460922
2017-03-08,101970.57230460922
2017-03-09,102137.52230460921
2017-03-10,102677.93663326654
2017-03-13,102679.45663326653
2017-03-14,102445.89663326653
2017-03-15,102905.55663326653
2017-03-16,102681.10789326654
2017-03-17,102640.11851450903
2017-03-20,102478.33933450902
2017-03-21,102118.54933450902
2017-03-22,102331.00933450903
2017-03-23,102300.26933450902
2017-03-24,102372.55933450902
2017-03-27,102384.72933450903
2017-03-28,102528.10933450902
2017-03-29,102550.79933450902
2017-03-30,102561.95933450903
2017-03-31,102571.79933450902
2017-04-03,102388.55761450902
2017-04-04,102403.99761450902
2017-04-05,102396.57761450902
2017-04-06,102516.34761450902
2017-04-07,102506.70761450903
2017-04-10,102567.53761450903
2017-04-11,102555.53761450903
2017-04-12,102428.94761450902
2017-04-13,102373.06761450903
2017-04-17,102450.29761450902
2017-04-18,102428.80761450902
2017-04-19,102350.46761450902
2017-04-20,102407.03761450903
2017-04-21,102437.50761450903
2017-04-24,102470.68859450903
2017-04-25,102043.21140012024
2017-04-26,102037.49140012024
2017-04-27,102192.2475123447
2017-04-28,102265.43003739478
2017-05-01,102443.53551739478
2017-05-02,102745.73551739479
2017-05-03,102376.22649935872
2017-05-04,102931.41599835671
2017-05-05,104180.88843402003
2017-05-08,103488.0033622186
2017-05-09,103310.41735587629
2017-05-10,102987.87326332479
2017-05-11,102712.46797124462
2017-05-12,102510.4512588568
2017-05-15,103535.3931258232
2017-05-16,103095.97357180556
2017-05-17,101535.72259646552
2017-05-18,101526.23019946467
2017-05-19,102894.49638046455
2017-05-22,103655.90274901301
2017-05-23,103875.66762585798
2017-05-24,104610.77010862605
2017-05-25,106127.72019674719
2017-05-26,105863.03788965117
2017-05-30,105883.05318676773
2017-05-31,106216.7760875265
2017-06-01,107544.58659135687
2017-06-02,109671.23036903079
2017-06-05,109851.55183578536
2017-06-06,109539.96988860337
2017-06-07,110313.66094716734
2017-06-08,110898.99953786902
2017-06-09,109488.25445692091
2017-06-12,109011.9707769209
2017-06-13,109622.3407769209
2017-06-14,109489.1107769209
2017-06-15,109892.03229692091
2017-06-16,109775.9612969209
2017-06-19,110765.89703692091
2017-06-20,110620.27703692092
2017-06-21,110514.65703692091
2017-06-22,110434.20303692092
2017-06-23,110488.86303692091
2017-06-26,110497.82303692092
2017-06-27,110032.50303692091
2017-06-28,110169.22303692091
2017-06-29,109539.48303692092
2017-06-30,109956.80303692092
2017-07-03,109908.56303692091
2017-07-05,110093.13503692091
2017-07-06,109948.69503692091
2017-07-07,110460.51503692092
2017-07-10,110573.55503692091
2017-07-11,110601.81503692092
2017-07-12,110868.71503692091
2017-07-13,110752.53503692092
2017-07-14,111060.25503692092
2017-07-17,111146.29731692091
2017-07-18,111146.29731692091
2017-07-19,111273.06743716137
2017-07-20,111546.09743716138
2017-07-21,112179.19743716138
2017-07-24,112255.46743716138
2017-07-25,112231.45743716139
2017-07-26,112432.7410644159
2017-07-27,112317.40106441588
2017-07-28,113086.7063149169
2017-07-31,113098.1763149169
2017-08-01,113534.04324878464
2017-08-02,113390.78909064032
2017-08-03,113135.07099518571
2017-08-04,114191.13277479568
2017-08-07,114588.32541593254
2017-08-08,113988.72587198397
2017-08-09,113798.01025083693
2017-08-10,111638.58569613475
2017-08-11,112683.4522786724
2017-08-14,116175.56827207211
2017-08-15,116823.06994785118
2017-08-16,118215.9673049816
2017-08-17,115728.96034243512
2017-08-18,115678.86731999066
2017-08-21,114894.01852411448
