,exposure
2019-09-03,0.0
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.16746793296955975
2019-10-04,0.16979662540207557
2019-10-07,0.16941732095152634
2019-10-08,0.16896644650574466
2019-10-09,0.1686814314003327
2019-10-10,0.16827732518000318
2019-10-11,0.167491761107305
2019-10-14,0.16858638291574068
2019-10-15,0.17036493295507388
2019-10-16,0.3372208037033243
2019-10-17,0.33803045007235116
2019-10-18,0.33790641997199256
2019-10-21,0.3386950604948753
2019-10-22,0.33899581794190775
2019-10-23,0.34073092877996786
2019-10-24,0.3407132308707479
2019-10-25,0.34164848389431157
2019-10-28,0.34040505071573635
2019-10-29,0.338813624739657
2019-10-30,0.34034726122475334
2019-10-31,0.33797865966604496
2019-11-01,0.3421650446652042
2019-11-04,0.34101173482231456
2019-11-05,0.34066198585139096
2019-11-06,0.3439531432084904
2019-11-07,0.5104573286009315
2019-11-08,0.5064947695542534
2019-11-11,0.5075002087005746
2019-11-12,0.5058070733117945
2019-11-13,0.506844502341344
2019-11-14,0.33761346127276043
2019-11-15,0.33976061956391024
2019-11-18,0.3403533982820892
2019-11-19,0.3404208433195902
2019-11-20,0.3412069782207971
2019-11-21,0.33933702411767064
2019-11-22,0.33988831752128723
2019-11-25,0.34184323144062495
2019-11-26,0.3402740211312345
2019-11-27,0.1578194735774489
2019-11-29,0.15742002771480862
2019-12-02,0.15593877757379898
2019-12-03,0.1564998626817071
2019-12-04,0.15839799781347438
2019-12-05,0.15995009194133308
2019-12-06,0.1592941359401038
2019-12-09,0.15825842681615407
2019-12-10,0.15670006948286822
2019-12-11,0.15696019628469302
2019-12-12,0.15987063664559845
2019-12-13,0.15915486203963206
2019-12-16,0.1605851936729466
2019-12-17,0.15961230309882649
2019-12-18,0.15963218055038436
2019-12-19,0.1615954045867126
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.16593333134540528
2020-01-30,0.16574552462769784
2020-01-31,0.15956942971889226
2020-02-03,0.15920532172279628
2020-02-04,0.16358823552739912
2020-02-05,0.16470251412739093
2020-02-06,0.16630869122157016
2020-02-07,0.1641028871411554
2020-02-10,0.16475387069934622
2020-02-11,0.16391425510378688
2020-02-12,0.16716052666319567
2020-02-13,0.1661722358177174
2020-02-14,0.16620635385622767
2020-02-18,0.16365689235503691
2020-02-19,0.1656430489473874
2020-02-20,0.16422288140027064
2020-02-21,0.16109179223870482
2020-02-24,0.15463597478472368
2020-02-25,0.15017620648580404
2020-02-26,0.1521915570495279
2020-02-27,0.14367659781827563
2020-02-28,0.14360462123190026
2020-03-02,0.15489891850610885
2020-03-03,0.15072518829003662
2020-03-04,0.15663025305878547
2020-03-05,0.15231499519952468
2020-03-06,0.1506012866631865
2020-03-09,0.1403531041060523
2020-03-10,0.1489517276084366
2020-03-11,0.14453937410815434
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.2528688758618054
2020-07-31,0.41793125695400724
2020-08-03,0.4206948983619958
2020-08-04,0.5036143053822213
2020-08-05,0.508160960169804
2020-08-06,0.5882874520945359
2020-08-07,0.588650552603268
2020-08-10,0.5921935436448638
2020-08-11,0.5970716258573716
2020-08-12,0.5998247119719486
2020-08-13,0.5971516665159956
2020-08-14,0.597892145662685
2020-08-17,0.5968728516815124
2020-08-18,0.596444279989884
2020-08-19,0.5961670637474622
2020-08-20,0.5945223147022785
2020-08-21,0.5958477508093881
2020-08-24,0.5980589507379607
2020-08-25,0.5986236543641908
2020-08-26,0.5999931894142924
2020-08-27,0.599722108786718
2020-08-28,0.6023923773692269
2020-08-31,0.5985717678115992
2020-09-01,0.6018810279594339
2020-09-02,0.6063734362258167
2020-09-03,0.5979093205070044
2020-09-04,0.5975764614305245
2020-09-08,0.5939992768134519
2020-09-09,0.5975154542454052
2020-09-10,0.5952971027603774
2020-09-11,0.34137243048662486
2020-09-14,0.17129317206754338
2020-09-15,0.17351517725441087
2020-09-16,0.088463916041334
2020-09-17,0.08942845431258138
2020-09-18,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0917786242517923
2020-11-09,0.08584944088666423
2020-11-10,0.0802390017759775
2020-11-11,0.08384545310236086
2020-11-12,0.08363835672180484
2020-11-13,0.1724862251734896
2020-11-16,0.17414541388310276
2020-11-17,0.1874740489977158
2020-11-18,0.1856640615413361
2020-11-19,0.19353075771764844
2020-11-20,0.191672668515403
2020-11-23,0.20554454249032147
2020-11-24,0.2178144340800189
2020-11-25,0.2406617365344791
2020-11-27,0.23596116462019773
2020-11-30,0.2359687709615099
2020-12-01,0.22925334609834044
2020-12-02,0.2141734802238171
2020-12-03,0.2222508845505122
2020-12-04,0.22286323927058033
2020-12-07,0.2441438439394017
2020-12-08,0.24295165656082907
2020-12-09,0.2327756147340298
2020-12-10,0.23699285529696917
2020-12-11,0.2383030941169077
2020-12-14,0.23817157434931682
2020-12-15,0.23577077779006794
2020-12-16,0.23424048514435064
2020-12-17,0.23970331375514511
2020-12-18,0.23537932314192417
2020-12-21,0.14833652272698972
2020-12-22,0.14624876509647594
2020-12-23,0.149133387932775
2020-12-24,0.14495546016296815
2020-12-28,0.13538060026154747
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
