date,nav
2017-02-01,100063.01266533065
2017-02-02,100052.69266533066
2017-02-03,100590.05164328657
2017-02-06,100758.94164328657
2017-02-07,100715.69164328658
2017-02-08,100669.23164328656
2017-02-09,100834.93164328657
2017-02-10,100821.78164328658
2017-02-13,100814.31164328658
2017-02-14,100870.01164328658
2017-02-15,100961.69164328658
2017-02-16,100993.66164328657
2017-02-17,101141.08346693388
2017-02-21,101362.12346693387
2017-02-22,101362.80346693387
2017-02-23,101326.35346693387
2017-02-24,101469.51346693387
2017-02-27,101470.56346693388
2017-02-28,101452.11346693386
2017-03-01,101907.74346693387
2017-03-02,101737.62346693387
2017-03-03,101787.08346693388
2017-03-06,101654.36346693386
2017-03-07,101723.47346693388
2017-03-08,101716.40346693387
2017-03-09,101853.21346693387
2017-03-10,102239.09174348698
2017-03-13,102221.56174348698
2017-03-14,102016.84174348698
2017-03-15,102370.73174348698
2017-03-16,102156.05326348697
2017-03-17,102149.93442581163
2017-03-20,102023.23524581164
2017-03-21,101788.75524581164
2017-03-22,101927.29524581163
2017-03-23,101907.59524581165
2017-03-24,101954.68524581165
2017-03-27,101963.01524581164
2017-03-28,102056.09524581165
2017-03-29,102070.40524581165
2017-03-30,102076.89524581164
2017-03-31,102083.25524581164
2017-04-03,101964.17588581164
2017-04-04,101974.32588581163
2017-04-05,101969.47588581164
2017-04-06,102046.85588581163
2017-04-07,102040.66588581164
2017-04-10,102079.88588581164
2017-04-11,102072.05588581163
2017-04-12,101990.14588581164
2017-04-13,101953.95588581164
2017-04-17,102004.17588581164
2017-04-18,101990.23588581163
2017-04-19,101939.86588581164
2017-04-20,101976.86588581164
2017-04-21,101996.56588581164
2017-04-24,102018.54748581164
2017-04-25,101579.92413911826
2017-04-26,101590.07413911825
2017-04-27,101730.74025134271
2017-04-28,101860.97534152307
2017-05-01,101985.21588152307
2017-05-02,102270.93588152307
2017-05-03,101938.26800577156
2017-05-04,102362.24115206416
2017-05-05,103559.20641622336
2017-05-08,102890.36955584626
2017-05-09,102726.68209383577
2017-05-10,102477.74691009439
2017-05-11,102246.09354983487
2017-05-12,102057.93926734674
2017-05-15,102938.1140624104
2017-05-16,102538.51793480621
2017-05-17,101063.0208843145
2017-05-18,101022.86291071553
2017-05-19,102308.84401378951
2017-05-22,103027.95957741817
2017-05-23,103201.97950588896
2017-05-24,103913.90754624752
2017-05-25,105398.43369804423
2017-05-26,105169.43796082948
2017-05-30,105175.4203341535
2017-05-31,105514.29081756636
2017-06-01,106782.26941061817
2017-06-02,108837.70703470249
2017-06-05,108987.99476494882
2017-06-06,108672.89959465481
2017-06-07,109306.27983896306
2017-06-08,109873.06170321042
2017-06-09,108622.04040373022
2017-06-12,108175.34892373024
2017-06-13,108789.42892373021
2017-06-14,108661.87892373023
2017-06-15,109066.14980373022
2017-06-16,108983.34780373024
2017-06-19,109932.23414373024
2017-06-20,109809.66414373025
2017-06-21,109709.52414373023
2017-06-22,109643.93290373024
2017-06-23,109698.27290373023
2017-06-26,109707.20290373023
2017-06-27,109244.99290373024
2017-06-28,109380.68290373024
2017-06-29,108755.12290373023
2017-06-30,109169.60290373024
2017-07-03,109121.52290373023
2017-07-05,109304.87610373023
2017-07-06,109161.35610373024
2017-07-07,109669.91610373024
2017-07-10,109782.23610373023
2017-07-11,109810.31610373023
2017-07-12,110075.51610373023
2017-07-13,109960.07610373024
2017-07-14,110265.83610373024
2017-07-17,110351.33034373024
2017-07-18,110351.33034373024
2017-07-19,110455.48809924125
2017-07-20,110688.12809924125
2017-07-21,111312.12809924125
2017-07-24,111402.68809924125
2017-07-25,111387.00809924125
2017-07-26,111580.64825956189
2017-07-27,111496.72825956189
2017-07-28,112223.59465234747
2017-07-31,112223.28465234747
2017-08-01,112648.61232769817
2017-08-02,112477.56962228735
2017-08-03,112174.11962228734
2017-08-04,113200.60527303719
2017-08-07,113619.2527838165
2017-08-08,113029.19848686024
2017-08-09,112806.8018182301
2017-08-10,110755.33618294874
2017-08-11,111809.5142866968
2017-08-14,115227.32426152698
2017-08-15,115826.56031492261
2017-08-16,117213.60244594999
2017-08-17,114787.77065367521
2017-08-18,114769.92439894482
2017-08-21,113974.47861665885
2017-08-22,116693.76782466283
2017-08-23,116177.75702176396
2017-08-24,116969.77120676915
2017-08-25,117768.88037848503
2017-08-28,118450.39453571802
2017-08-29,118908.83367727412
2017-08-30,120213.45672127348
2017-08-31,120347.8891514452
2017-09-01,120762.64797435126
2017-09-05,120278.72026434519
2017-09-06,119947.60868583669
2017-09-07,120410.47262964763
2017-09-08,120306.71244217848
2017-09-11,121573.44505948851
2017-09-12,121654.16872497887
2017-09-13,121645.43332497886
2017-09-14,122097.60132497887
2017-09-15,122363.71132497888
2017-09-18,122875.33622497889
2017-09-19,122820.90622497887
2017-09-20,122416.27622497888
2017-09-21,122295.92198497886
2017-09-22,122782.18198497887
2017-09-25,122208.01326497887
2017-09-26,122242.00326497888
2017-09-27,123570.45326497887
2017-09-28,124343.71326497887
2017-09-29,125181.79326497887
2017-10-02,125195.22110497887
2017-10-03,125129.95110497887
2017-10-04,125035.79110497888
2017-10-05,125080.73110497888
2017-10-06,125031.51110497888
2017-10-09,125101.06110497887
2017-10-10,125246.58110497888
2017-10-11,125180.24110497888
2017-10-12,124945.91110497888
2017-10-13,124803.60110497888
2017-10-16,124687.35630497888
2017-10-17,124687.35630497888
2017-10-18,124687.35630497888
2017-10-19,124687.35630497888
2017-10-20,124687.35630497888
2017-10-23,124687.35630497888
2017-10-24,124128.5816356402
2017-10-25,124172.5016356402
2017-10-26,123487.38546329553
2017-10-27,124526.26480197287
2017-10-30,124669.61480197287
2017-10-31,125051.49480197288
2017-11-01,125689.93480197288
2017-11-02,125900.86484205304
2017-11-03,129327.0840236525
2017-11-06,131012.25708175339
2017-11-07,131805.35974772522
2017-11-08,130940.47739507904
2017-11-09,129815.67881588738
2017-11-10,128412.33859893879
2017-11-13,128433.52674384331
2017-11-14,128336.22325021088
2017-11-15,127386.06811765139
2017-11-16,128522.35134577466
2017-11-17,129045.32293419034
2017-11-20,130056.522882508
2017-11-21,130791.92119033713
2017-11-22,131193.1211238203
2017-11-24,131870.08183599263
2017-11-27,131552.0105007155
2017-11-28,132836.4371175014
2017-11-29,131708.88168586267
2017-11-30,132608.86420531172
2017-12-01,131773.8446753606
2017-12-04,131240.29309552137
2017-12-05,130469.34946530606
2017-12-06,130135.18516639779
2017-12-07,130974.46889381835
2017-12-08,131973.65911381837
2017-12-11,133162.39943381835
2017-12-12,133579.69943381834
2017-12-13,133436.32943381835
2017-12-14,132836.43943381836
2017-12-15,133825.56743381836
2017-12-18,134374.30295381835
2017-12-19,133851.23295381834
2017-12-20,132699.0396672452
2017-12-21,132586.16522724522
2017-12-22,132420.4552272452
2017-12-26,131503.19522724522
2017-12-27,131638.1752272452
2017-12-28,131350.50522724522
2017-12-29,130954.87522724521
2018-01-02,132270.97522724522
2018-01-03,132921.1152272452
2018-01-04,133903.22522724522
2018-01-05,133470.832421634
2018-01-08,133426.76056163397
2018-01-09,132129.540561634
2018-01-10,132269.96056163398
2018-01-11,132052.870561634
2018-01-12,132083.940561634
2018-01-16,132167.130561634
2018-01-17,132911.27056163398
2018-01-18,132742.80056163398
2018-01-19,132280.600561634
2018-01-22,132375.89056163398
2018-01-23,132888.840561634
2018-01-24,132416.250561634
2018-01-25,132302.220561634
2018-01-26,132860.5347099306
2018-01-29,132610.4747099306
2018-01-30,131744.01470993058
2018-01-31,132821.86470993058
2018-02-01,132183.37404860795
2018-02-02,129431.49851754583
2018-02-05,126479.90091754583
2018-02-06,127295.69091754581
2018-02-07,127581.3709175458
2018-02-08,123244.1209175458
2018-02-09,125054.35091754582
2018-02-12,126215.77091754583
2018-02-13,126590.02091754583
2018-02-14,127394.28091754581
2018-02-15,129002.36091754583
2018-02-16,129022.51049670413
2018-02-20,129544.50225670413
2018-02-21,128322.8317109441
2018-02-22,127799.96138992287
2018-02-23,130635.26103311096
2018-02-26,131391.2906404998
2018-02-27,130994.08021208084
2018-02-28,128910.45193603155
2018-03-01,127040.86594363535
2018-03-02,131204.27398924847
2018-03-05,133622.7459640078
2018-03-06,134341.27629638012
2018-03-07,134641.35498597455
2018-03-08,136339.73203239974
2018-03-09,138140.6874352646
2018-03-12,138885.33959974925
2018-03-13,138021.85715203485
2018-03-14,137334.91349183297
2018-03-15,136262.48981887393
2018-03-16,136228.35386817364
2018-03-19,133463.24898817364
2018-03-20,133291.96898817364
2018-03-21,134343.44898817362
2018-03-22,132121.01898817363
2018-03-23,130774.53898817365
2018-03-26,133383.57898817366
2018-03-27,132419.38898817362
2018-03-28,132197.65898817364
2018-03-29,133293.47898817362
2018-04-02,129437.68898817364
2018-04-03,131124.28490817366
2018-04-04,132037.63490817364
2018-04-05,133073.99554817364
2018-04-06,131529.35554817365
2018-04-09,131439.93554817364
2018-04-10,132703.64554817363
2018-04-11,132648.40554817364
2018-04-12,132441.41442817365
2018-04-13,132124.79442817363
2018-04-16,132184.93202817364
2018-04-17,132325.52202817364
2018-04-18,132672.86202817364
2018-04-19,132540.54202817363
2018-04-20,132416.49202817364
2018-04-23,132482.65202817364
2018-04-24,132366.87202817365
2018-04-25,132482.65202817364
2018-04-26,132358.60202817366
2018-04-27,132502.89820424578
2018-04-30,132471.5382042458
2018-05-01,132404.33820424578
2018-05-02,132281.73199182094
2018-05-03,134437.2427132638
2018-05-04,135910.89271326383
2018-05-07,136483.6427132638
2018-05-08,136597.9527132638
2018-05-09,137228.92271326383
2018-05-10,138159.44271326382
2018-05-11,138309.41271326382
2018-05-14,138085.3327132638
2018-05-15,138284.52271326384
2018-05-16,137670.17271326383
2018-05-17,137965.40271326381
2018-05-18,138252.88271326383
2018-05-21,138857.56271326382
2018-05-22,138013.56271326385
2018-05-23,138187.53271326382
2018-05-24,140092.34862508747
2018-05-25,140300.85862508748
2018-05-29,139522.82862508748
2018-05-30,140621.75862508747
2018-05-31,140543.15862508747
2018-06-01,142348.17862508746
2018-06-04,144001.90862508747
2018-06-05,145872.79862508748
2018-06-06,147271.79862508745
2018-06-07,144351.79862508745
2018-06-08,145953.54862508745
2018-06-11,147083.47182508747
2018-06-12,149571.8618250875
2018-06-13,150077.37182508747
2018-06-14,151166.39696508745
2018-06-15,151268.43796508745
2018-06-18,151444.34796508745
2018-06-19,151336.64796508744
2018-06-20,151433.57796508743
2018-06-21,151286.38796508743
2018-06-22,151002.77796508744
2018-06-25,150995.59796508745
2018-06-26,151351.00796508745
2018-06-27,150780.19796508746
2018-06-28,151128.42796508744
2018-06-29,151566.40796508745
2018-07-02,151799.75796508745
2018-07-03,151121.24796508744
2018-07-05,151297.15796508745
2018-07-06,151652.56796508745
2018-07-09,151818.14594508745
2018-07-10,151818.14594508745
2018-07-11,151818.14594508745
2018-07-12,151818.14594508745
2018-07-13,151818.14594508745
2018-07-16,151818.14594508745
2018-07-17,151818.14594508745
2018-07-18,151818.14594508745
2018-07-19,151818.14594508745
2018-07-20,151818.14594508745
2018-07-23,151818.14594508745
2018-07-24,151818.14594508745
2018-07-25,151818.14594508745
2018-07-26,151828.7256044061
2018-07-27,150141.79672665056
2018-07-30,149323.49672665057
2018-07-31,149467.72672665058
2018-08-01,150263.36293907542
2018-08-02,152618.87646612956
2018-08-03,152389.84646612953
2018-08-06,152341.8864661295
2018-08-07,153397.23646612954
2018-08-08,153391.9534801576
2018-08-09,152705.35277875478
2018-08-10,152659.01277875478
2018-08-13,151908.1127787548
2018-08-14,153480.8027787548
2018-08-15,147663.4627787548
2018-08-16,148679.19277875478
2018-08-17,149117.03277875477
2018-08-20,149235.73277875475
2018-08-21,151252.67277875476
2018-08-22,152254.9727787548
2018-08-23,152665.97277875477
2018-08-24,152739.71277875477
2018-08-27,154409.30277875476
2018-08-28,154281.78277875477
2018-08-29,155425.46277875477
2018-08-30,155164.8327787548
2018-08-31,155240.67277875476
