,gross_exposure
2017-01-26,0.08276480751340097
2017-01-27,0.08253110148555982
2017-01-30,0.08228710731896503
2017-01-31,0.08237862033815674
2017-02-01,0.08265304992191047
2017-02-02,0.08254126509360805
2017-02-03,0.08342463782551433
2017-02-06,0.08355648998561468
2017-02-07,0.08375926540546519
2017-02-08,0.08291716035301802
2017-02-09,0.0833536247924737
2017-02-10,0.08315066976641203
2017-02-13,0.08348549738277833
2017-02-14,0.08346521176171136
2017-02-15,0.08362747159122343
2017-02-16,0.08327245356534058
2017-02-17,0.0832521585122869
2017-02-21,0.08377953801221347
2017-02-22,0.08331304097580411
2017-02-23,0.0822362588652482
2017-02-24,0.08232778202528558
2017-02-27,0.08282575472324968
2017-02-28,0.08250060931026078
2017-03-01,0.0841848018400566
2017-03-02,0.08357677156641437
2017-03-03,0.0835666308882274
2017-03-06,0.08218540477641711
2017-03-07,0.08238878732480194
2017-03-08,0.0825819172740767
2017-03-09,0.0823176136867299
2017-03-10,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.08466958211856171
2017-04-21,0.08500303582270796
2017-04-24,0.17037203359782618
2017-04-25,0.2562233121031927
2017-04-26,0.2566896988209503
2017-04-27,0.2574060122089457
2017-04-28,0.3380050453698783
2017-05-01,0.3401141373595607
2017-05-02,0.3393138252896436
2017-05-03,0.42062257500882266
2017-05-04,0.42397622454109646
2017-05-05,0.42379935304541755
2017-05-08,0.4223701391038562
2017-05-09,0.42436834155756764
2017-05-10,0.42365502715720443
2017-05-11,0.4240434827236488
2017-05-12,0.42392974034645564
2017-05-15,0.42513416028378165
2017-05-16,0.4256531987867226
2017-05-17,0.4198246568316991
2017-05-18,0.4236512088188046
2017-05-19,0.4267283545675866
2017-05-22,0.42863283877858144
2017-05-23,0.42931593967563464
2017-05-24,0.4295810347976666
2017-05-25,0.43113635274228107
2017-05-26,0.43171554078207325
2017-05-30,0.4322655882600387
2017-05-31,0.43327617459661266
2017-06-01,0.43454204242212
2017-06-02,0.34426460770041184
2017-06-05,0.34260071525526853
2017-06-06,0.2560485076516651
2017-06-07,0.1751688293325091
2017-06-08,0.17522914966052008
2017-06-09,0.17349608428890947
2017-06-12,0.08781542344793605
2017-06-13,0.08854471576446457
2017-06-14,0.08830174793122937
2017-06-15,0.0
2017-06-16,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,0.08297996282113884
2017-07-03,0.08219371875884185
2017-07-05,0.08305458594770543
2017-07-06,0.08299174622755055
2017-07-07,0.08289747049626252
2017-07-10,0.0830153121319199
2017-07-11,0.08304280415620903
2017-07-12,0.08430174120947978
2017-07-13,0.0839687144336337
2017-07-14,0.08477930960778028
2017-07-17,0.0841058724380008
2017-07-18,0.08433307243885019
2017-07-19,0.08477148463383252
2017-07-20,0.08470105384664714
2017-07-21,0.08485755198871531
2017-07-24,0.08387071927700017
2017-07-25,0.08295639509980296
2017-07-26,0.08284246736723057
2017-07-27,0.16769282782345313
2017-07-28,0.16781790619526218
2017-07-31,0.16772403520417264
2017-08-01,0.1673404318127556
2017-08-02,0.24978659026284147
2017-08-03,0.33421873675944863
2017-08-04,0.41704607436092034
2017-08-07,0.41823043316737074
2017-08-08,0.49998336395306175
2017-08-09,0.5000168828716984
2017-08-10,0.4982269514169739
2017-08-11,0.4987472001029743
2017-08-14,0.4166336814210845
2017-08-15,0.4164377631367311
2017-08-16,0.4165117639087193
2017-08-17,0.4136949387535309
2017-08-18,0.4138818587536406
2017-08-21,0.4139221432743399
2017-08-22,0.4161668897198287
2017-08-23,0.41485592113635256
2017-08-24,0.4148253674376382
2017-08-25,0.41420629799477804
2017-08-28,0.41432932543775836
2017-08-29,0.41544875418088456
2017-08-30,0.4158086875087744
2017-08-31,0.4172950479644899
2017-09-01,0.41880240628997145
2017-09-05,0.41691792837677566
2017-09-06,0.41656552591962953
2017-09-07,0.4167101628493991
2017-09-08,0.33513197090000246
2017-09-11,0.33789615936063266
2017-09-12,0.338076797056521
2017-09-13,0.33730843677241396
2017-09-14,0.2541598696667726
2017-09-15,0.16943189130588324
2017-09-18,0.08357319990709829
2017-09-19,0.08220777341443045
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-06,0.083636189937863
2017-10-09,0.08293530178028657
2017-10-10,0.08285126930248125
2017-10-11,0.08277087599907565
2017-10-12,0.08264660407733875
2017-10-13,0.08307045215562567
2017-10-16,0.08376019390813244
2017-10-17,0.08492201039861352
2017-10-18,0.16871848478885385
2017-10-19,0.16832890376123397
2017-10-20,0.1680309166388472
2017-10-23,0.16982096610786285
2017-10-24,0.254683984820376
2017-10-25,0.337915602856639
2017-10-26,0.3387489764810517
2017-10-27,0.5085143460514382
2017-10-30,0.5899014073757547
2017-10-31,0.5923839005987995
2017-11-01,0.5927912595120673
2017-11-02,0.592684752568813
2017-11-03,0.6778145325875746
2017-11-06,0.6772406950958427
2017-11-07,0.6779462975882548
2017-11-08,0.6769278596898755
2017-11-09,0.6756783808617838
2017-11-10,0.6761943412883039
2017-11-13,0.6764786287045734
2017-11-14,0.6764514973365587
2017-11-15,0.6761265414671523
2017-11-16,0.6789147596135262
2017-11-17,0.5946741909173288
2017-11-20,0.5960741058872261
2017-11-21,0.5968479686093705
2017-11-22,0.5966698882817932
2017-11-24,0.5970348141869254
2017-11-27,0.5973896613760291
2017-11-28,0.5980211255518517
2017-11-29,0.5978563459543299
2017-11-30,0.5057794100399153
2017-12-01,0.5048220424542127
2017-12-04,0.5034858065372046
2017-12-05,0.5025252586538445
2017-12-06,0.42074379035821574
2017-12-07,0.3374495520888409
2017-12-08,0.3391828776430897
2017-12-11,0.17032786016594562
2017-12-12,0.08867846043411462
2017-12-13,0.0886438737045053
2017-12-14,0.08629739016430271
2017-12-15,0.08677228374309248
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.08426285843051097
2018-01-16,0.08364338463273016
2018-01-17,0.08412096967306636
2018-01-18,0.16465113191737268
2018-01-19,0.16676087823370972
2018-01-22,0.16823088181783533
2018-01-23,0.25297134551096223
2018-01-24,0.24709927685252367
2018-01-25,0.24460532158484552
2018-01-26,0.3304605122382201
2018-01-29,0.32965927888631075
2018-01-30,0.3296535008038861
2018-01-31,0.3300654707211126
2018-02-01,0.3294879826897767
2018-02-02,0.3223050336694913
2018-02-05,0.31539682037629396
2018-02-06,0.31761872999764895
2018-02-07,0.40203229098445387
2018-02-08,0.3943538587318853
2018-02-09,0.3933216784547309
2018-02-12,0.3976414067968519
2018-02-13,0.3982812128778208
2018-02-14,0.40116290912537006
2018-02-15,0.48433987574973936
2018-02-16,0.4844452589070801
2018-02-20,0.4827038579583951
